date,fund,asset,weight
2021-11-01,Combined Equal Weight,DOW,0.016666666666666666
2021-11-01,Combined Equal Weight,DUK,0.016666666666666666
2021-11-01,Combined Equal Weight,EA,0.016666666666666666
2021-11-01,Combined Equal Weight,EOS-USD,0.016666666666666666
2021-11-01,Combined Equal Weight,ETC-USD,0.016666666666666666
2021-11-01,Combined Equal Weight,ETH-USD,0.016666666666666666
2021-11-01,Combined Equal Weight,GE,0.016666666666666666
2021-11-01,Combined Equal Weight,GILD,0.016666666666666666
2021-11-01,Combined Equal Weight,GS,0.016666666666666666
2021-11-01,Combined Equal Weight,INTC,0.016666666666666666
2021-11-01,Combined Equal Weight,KO,0.016666666666666666
2021-11-01,Combined Equal Weight,LTC-USD,0.016666666666666666
2021-11-01,Combined Equal Weight,MMM,0.016666666666666666
2021-11-01,Combined Equal Weight,MRK,0.016666666666666666
2021-11-01,Combined Equal Weight,MS,0.016666666666666666
2021-11-01,Combined Equal Weight,NEE,0.016666666666666666
2021-11-01,Combined Equal Weight,NEM,0.016666666666666666
2021-11-01,Combined Equal Weight,NKE,0.016666666666666666
2021-11-01,Combined Equal Weight,NUE,0.016666666666666666
2021-11-01,Combined Equal Weight,NVDA,0.016666666666666666
2021-11-01,Combined Equal Weight,O,0.016666666666666666
2021-11-01,Combined Equal Weight,OXY,0.016666666666666666
2021-11-01,Combined Equal Weight,PLD,0.016666666666666666
2021-11-01,Combined Equal Weight,PSA,0.016666666666666666
2021-11-01,Combined Equal Weight,QCOM,0.016666666666666666
2021-11-01,Combined Equal Weight,SBUX,0.016666666666666666
2021-11-01,Combined Equal Weight,SHW,0.016666666666666666
2021-11-01,Combined Equal Weight,SLB,0.016666666666666666
2021-11-01,Combined Equal Weight,SO,0.016666666666666666
2021-11-01,Combined Equal Weight,T,0.016666666666666666
2021-11-01,Combined Equal Weight,TMUS,0.016666666666666666
2021-11-01,Combined Equal Weight,TRX-USD,0.016666666666666666
2021-11-01,Combined Equal Weight,TTWO,0.016666666666666666
2021-11-01,Combined Equal Weight,UPS,0.016666666666666666
2021-11-01,Combined Equal Weight,USB,0.016666666666666666
2021-11-01,Combined Equal Weight,V,0.016666666666666666
2021-11-01,Combined Equal Weight,WFC,0.016666666666666666
2021-11-01,Combined Equal Weight,WMT,0.016666666666666666
2021-11-01,Combined Equal Weight,XLM-USD,0.016666666666666666
2021-11-01,Combined Equal Weight,XOM,0.016666666666666666
2021-11-01,Combined Equal Weight,XRP-USD,0.016666666666666666
2021-11-01,Combined Minimum Variance,ABBV,0.02055361871032694
2021-11-01,Combined Minimum Variance,ABT,0.020882852736065226
2021-11-01,Combined Minimum Variance,ADA-USD,1.734723475976807e-18
2021-11-01,Combined Minimum Variance,ADBE,0.020319719175437508
2021-11-01,Combined Minimum Variance,AEP,0.02079492516321169
2021-11-01,Combined Minimum Variance,AMD,0.01955011597431105
2021-11-01,Combined Minimum Variance,AMGN,0.020580953635457304
2021-11-01,Combined Minimum Variance,AMT,0.0206628650800394
2021-11-01,Combined Minimum Variance,BA,0.018789951452610216
2021-11-01,Combined Minimum Variance,BCH-USD,1.423254855189133e-18
2021-11-01,Combined Minimum Variance,BTC-USD,0.008607876725699504
2021-11-01,Combined Minimum Variance,CAT,0.018822764030885147
2021-11-01,Combined Minimum Variance,CCI,0.020857432047047902
2021-11-01,Combined Minimum Variance,CMCSA,0.019360812415226143
2021-11-01,Combined Minimum Variance,COP,0.018356422404142498
2021-11-01,Combined Minimum Variance,CVX,0.018847750237952016
2021-11-01,Combined Minimum Variance,D,0.021224151361525945
2021-11-01,Combined Minimum Variance,DD,0.018555675609349356
2021-11-01,Combined Minimum Variance,DIS,0.019764907544484376
2021-11-01,Combined Minimum Variance,DOW,0.01834748236602002
2021-11-01,Combined Minimum Variance,DUK,0.02085230621347442
2021-11-01,Combined Minimum Variance,EA,0.020566793590341644
2021-11-01,Combined Minimum Variance,EOS-USD,1.764223568308028e-19
2021-11-01,Combined Minimum Variance,ETC-USD,0.0
2021-11-01,Combined Minimum Variance,ETH-USD,0.0031334446240057446
2021-11-01,Combined Minimum Variance,GE,0.018922982159636562
2021-11-01,Combined Minimum Variance,GILD,0.02103466366753107
2021-11-01,Combined Minimum Variance,GS,0.018542757695952386
2021-11-01,Combined Minimum Variance,INTC,0.019788929446322365
2021-11-01,Combined Minimum Variance,KO,0.02069532878856788
2021-11-01,Combined Minimum Variance,LTC-USD,2.168404344971009e-18
2021-11-01,Combined Minimum Variance,MMM,0.019808380461487238
2021-11-01,Combined Minimum Variance,MRK,0.02029880271184627
2021-11-01,Combined Minimum Variance,MS,0.01843268274001295
2021-11-01,Combined Minimum Variance,NEE,0.02085063185172884
2021-11-01,Combined Minimum Variance,NEM,0.019993199077610532
2021-11-01,Combined Minimum Variance,NKE,0.019862988004692623
2021-11-01,Combined Minimum Variance,NUE,0.0172150527503493
2021-11-01,Combined Minimum Variance,NVDA,0.01838059842184017
2021-11-01,Combined Minimum Variance,O,0.020264925660797527
2021-11-01,Combined Minimum Variance,OXY,0.017204175227192784
2021-11-01,Combined Minimum Variance,PLD,0.020495676354973173
2021-11-01,Combined Minimum Variance,PSA,0.021231035546552545
2021-11-01,Combined Minimum Variance,QCOM,0.019289325909621624
2021-11-01,Combined Minimum Variance,SBUX,0.020014624328791947
2021-11-01,Combined Minimum Variance,SHW,0.020359322636433662
2021-11-01,Combined Minimum Variance,SLB,0.017562717232599726
2021-11-01,Combined Minimum Variance,SO,0.020946324407848514
2021-11-01,Combined Minimum Variance,T,0.020162641760773908
2021-11-01,Combined Minimum Variance,TMUS,0.019349930823368174
2021-11-01,Combined Minimum Variance,TRX-USD,0.00048778664456862464
2021-11-01,Combined Minimum Variance,TTWO,0.020930928928111294
2021-11-01,Combined Minimum Variance,UPS,0.020751457387726154
2021-11-01,Combined Minimum Variance,USB,0.019257047741452815
2021-11-01,Combined Minimum Variance,V,0.019854101461898276
2021-11-01,Combined Minimum Variance,WFC,0.019315008853074064
2021-11-01,Combined Minimum Variance,WMT,0.02062085749159292
2021-11-01,Combined Minimum Variance,XLM-USD,8.673617379884035e-19
2021-11-01,Combined Minimum Variance,XOM,0.018642292727430024
2021-11-01,Combined Minimum Variance,XRP-USD,8.673617379884035e-19
2021-11-01,Combined Maximum Sharpe,ABBV,4.2197945750902077e-13
2021-11-01,Combined Maximum Sharpe,ABT,4.0675102664169113e-13
2021-11-01,Combined Maximum Sharpe,ADA-USD,6.465248326705934e-13
2021-11-01,Combined Maximum Sharpe,ADBE,0.07119624791574698
2021-11-01,Combined Maximum Sharpe,AEP,4.0738665647959364e-13
2021-11-01,Combined Maximum Sharpe,AMD,0.11817571130851148
2021-11-01,Combined Maximum Sharpe,AMGN,4.4533889933243856e-13
2021-11-01,Combined Maximum Sharpe,AMT,4.1059530507040223e-13
2021-11-01,Combined Maximum Sharpe,BA,4.956876108009794e-13
2021-11-01,Combined Maximum Sharpe,BCH-USD,7.107289617879344e-13
2021-11-01,Combined Maximum Sharpe,BTC-USD,5.506959871200126e-13
2021-11-01,Combined Maximum Sharpe,CAT,4.777423410106272e-13
2021-11-01,Combined Maximum Sharpe,CCI,4.2241201841412445e-13
2021-11-01,Combined Maximum Sharpe,CMCSA,4.572634270795906e-13
2021-11-01,Combined Maximum Sharpe,COP,0.16838025514031313
2021-11-01,Combined Maximum Sharpe,CVX,4.744618483979699e-13
2021-11-01,Combined Maximum Sharpe,D,3.9575160485368936e-13
2021-11-01,Combined Maximum Sharpe,DD,4.817101304425314e-13
2021-11-01,Combined Maximum Sharpe,DIS,4.5227316099047804e-13
2021-11-01,Combined Maximum Sharpe,DOW,4.943921581948893e-13
2021-11-01,Combined Maximum Sharpe,DUK,3.9395256321385103e-13
2021-11-01,Combined Maximum Sharpe,EA,4.200193553172022e-13
2021-11-01,Combined Maximum Sharpe,EOS-USD,6.834561970173019e-13
2021-11-01,Combined Maximum Sharpe,ETC-USD,0.0
2021-11-01,Combined Maximum Sharpe,ETH-USD,6.158673557640031e-13
2021-11-01,Combined Maximum Sharpe,GE,4.599587001607945e-13
2021-11-01,Combined Maximum Sharpe,GILD,4.117290459654777e-13
2021-11-01,Combined Maximum Sharpe,GS,0.0
2021-11-01,Combined Maximum Sharpe,INTC,4.747639206102481e-13
2021-11-01,Combined Maximum Sharpe,KO,4.0725895219645844e-13
2021-11-01,Combined Maximum Sharpe,LTC-USD,6.757468492676354e-13
2021-11-01,Combined Maximum Sharpe,MMM,4.457991811627589e-13
2021-11-01,Combined Maximum Sharpe,MRK,0.1631170076082622
2021-11-01,Combined Maximum Sharpe,MS,0.0
2021-11-01,Combined Maximum Sharpe,NEE,0.0
2021-11-01,Combined Maximum Sharpe,NEM,4.597247923121895e-13
2021-11-01,Combined Maximum Sharpe,NKE,0.02653579500393186
2021-11-01,Combined Maximum Sharpe,NUE,2.7820270461127507e-12
2021-11-01,Combined Maximum Sharpe,NVDA,0.11168019493859682
2021-11-01,Combined Maximum Sharpe,O,4.2797165112788297e-13
2021-11-01,Combined Maximum Sharpe,OXY,4.622441772691112e-13
2021-11-01,Combined Maximum Sharpe,PLD,0.14091478806880112
2021-11-01,Combined Maximum Sharpe,PSA,0.1999999999907235
2021-11-01,Combined Maximum Sharpe,QCOM,4.857110416033436e-13
2021-11-01,Combined Maximum Sharpe,SBUX,4.4083282305860555e-13
2021-11-01,Combined Maximum Sharpe,SHW,4.1621244014329315e-13
2021-11-01,Combined Maximum Sharpe,SLB,0.0
2021-11-01,Combined Maximum Sharpe,SO,4.0776787684244866e-13
2021-11-01,Combined Maximum Sharpe,T,4.4369826848964443e-13
2021-11-01,Combined Maximum Sharpe,TMUS,4.5726595710761e-13
2021-11-01,Combined Maximum Sharpe,TRX-USD,6.763459961658607e-13
2021-11-01,Combined Maximum Sharpe,TTWO,4.278357932891311e-13
2021-11-01,Combined Maximum Sharpe,UPS,4.389659694574814e-13
2021-11-01,Combined Maximum Sharpe,USB,4.4733876719629105e-13
2021-11-01,Combined Maximum Sharpe,V,4.54053519799058e-13
2021-11-01,Combined Maximum Sharpe,WFC,4.3601590283831215e-13
2021-11-01,Combined Maximum Sharpe,WMT,4.123613987141807e-13
2021-11-01,Combined Maximum Sharpe,XLM-USD,7.058448112061554e-13
2021-11-01,Combined Maximum Sharpe,XOM,4.768508818162586e-13
2021-11-01,Combined Maximum Sharpe,XRP-USD,7.135077582828502e-13
2021-12-01,Combined Equal Weight,ABBV,0.016666666666666666
2021-12-01,Combined Equal Weight,ABT,0.016666666666666666
2021-12-01,Combined Equal Weight,ADA-USD,0.016666666666666666
2021-12-01,Combined Equal Weight,ADBE,0.016666666666666666
2021-12-01,Combined Equal Weight,AEP,0.016666666666666666
2021-12-01,Combined Equal Weight,AMD,0.016666666666666666
2021-12-01,Combined Equal Weight,AMGN,0.016666666666666666
2021-12-01,Combined Equal Weight,AMT,0.016666666666666666
2021-12-01,Combined Equal Weight,BA,0.016666666666666666
2021-12-01,Combined Equal Weight,BCH-USD,0.016666666666666666
2021-12-01,Combined Equal Weight,BTC-USD,0.016666666666666666
2021-12-01,Combined Equal Weight,CAT,0.016666666666666666
2021-12-01,Combined Equal Weight,CCI,0.016666666666666666
2021-12-01,Combined Equal Weight,CMCSA,0.016666666666666666
2021-12-01,Combined Equal Weight,COP,0.016666666666666666
2021-12-01,Combined Equal Weight,CVX,0.016666666666666666
2021-12-01,Combined Equal Weight,D,0.016666666666666666
2021-12-01,Combined Equal Weight,DD,0.016666666666666666
2021-12-01,Combined Equal Weight,DIS,0.016666666666666666
2021-12-01,Combined Equal Weight,DOW,0.016666666666666666
2021-12-01,Combined Equal Weight,DUK,0.016666666666666666
2021-12-01,Combined Equal Weight,EA,0.016666666666666666
2021-12-01,Combined Equal Weight,EOS-USD,0.016666666666666666
2021-12-01,Combined Equal Weight,ETC-USD,0.016666666666666666
2021-12-01,Combined Equal Weight,ETH-USD,0.016666666666666666
2021-12-01,Combined Equal Weight,GE,0.016666666666666666
2021-12-01,Combined Equal Weight,GILD,0.016666666666666666
2021-12-01,Combined Equal Weight,GS,0.016666666666666666
2021-12-01,Combined Equal Weight,INTC,0.016666666666666666
2021-12-01,Combined Equal Weight,KO,0.016666666666666666
2021-12-01,Combined Equal Weight,LTC-USD,0.016666666666666666
2021-12-01,Combined Equal Weight,MMM,0.016666666666666666
2021-12-01,Combined Equal Weight,MRK,0.016666666666666666
2021-12-01,Combined Equal Weight,MS,0.016666666666666666
2021-12-01,Combined Equal Weight,NEE,0.016666666666666666
2021-12-01,Combined Equal Weight,NEM,0.016666666666666666
2021-12-01,Combined Equal Weight,NKE,0.016666666666666666
2021-12-01,Combined Equal Weight,NUE,0.016666666666666666
2021-12-01,Combined Equal Weight,NVDA,0.016666666666666666
2021-12-01,Combined Equal Weight,O,0.016666666666666666
2021-12-01,Combined Equal Weight,OXY,0.016666666666666666
2021-12-01,Combined Equal Weight,PLD,0.016666666666666666
2021-12-01,Combined Equal Weight,PSA,0.016666666666666666
2021-12-01,Combined Equal Weight,QCOM,0.016666666666666666
2021-12-01,Combined Equal Weight,SBUX,0.016666666666666666
2021-12-01,Combined Equal Weight,SHW,0.016666666666666666
2021-12-01,Combined Equal Weight,SLB,0.016666666666666666
2021-12-01,Combined Equal Weight,SO,0.016666666666666666
2021-12-01,Combined Equal Weight,T,0.016666666666666666
2021-12-01,Combined Equal Weight,TMUS,0.016666666666666666
2021-12-01,Combined Equal Weight,TRX-USD,0.016666666666666666
2021-12-01,Combined Equal Weight,TTWO,0.016666666666666666
2021-12-01,Combined Equal Weight,UPS,0.016666666666666666
2021-12-01,Combined Equal Weight,USB,0.016666666666666666
2021-12-01,Combined Equal Weight,V,0.016666666666666666
2021-12-01,Combined Equal Weight,WFC,0.016666666666666666
2021-12-01,Combined Equal Weight,WMT,0.016666666666666666
2021-12-01,Combined Equal Weight,XLM-USD,0.016666666666666666
2021-12-01,Combined Equal Weight,XOM,0.016666666666666666
2021-12-01,Combined Equal Weight,XRP-USD,0.016666666666666666
2021-12-01,Combined Minimum Variance,ABBV,0.02086606490305635
2021-12-01,Combined Minimum Variance,ABT,0.02160592872835336
2021-12-01,Combined Minimum Variance,ADA-USD,0.0008261182684722627
2021-12-01,Combined Minimum Variance,ADBE,0.020862968011397604
2021-12-01,Combined Minimum Variance,AEP,0.02097112159083415
2021-12-01,Combined Minimum Variance,AMD,0.01800180774749925
2021-12-01,Combined Minimum Variance,AMGN,0.02064196219256961
2021-12-01,Combined Minimum Variance,AMT,0.02101052053447787
2021-12-01,Combined Minimum Variance,BA,0.01820549562438127
2021-12-01,Combined Minimum Variance,BCH-USD,0.001839634292478231
2021-12-01,Combined Minimum Variance,BTC-USD,0.007114532082146491
2021-12-01,Combined Minimum Variance,CAT,0.017776767483907017
2021-12-01,Combined Minimum Variance,CCI,0.02118785286922956
2021-12-01,Combined Minimum Variance,CMCSA,0.01958212257314356
2021-12-01,Combined Minimum Variance,COP,0.018128738548685273
2021-12-01,Combined Minimum Variance,CVX,0.018772600978798473
2021-12-01,Combined Minimum Variance,D,0.02123309482121746
2021-12-01,Combined Minimum Variance,DD,0.017804183504638717
2021-12-01,Combined Minimum Variance,DIS,0.019386767807524456
2021-12-01,Combined Minimum Variance,DOW,0.017742732561552312
2021-12-01,Combined Minimum Variance,DUK,0.021202222495316156
2021-12-01,Combined Minimum Variance,EA,0.02111486055643196
2021-12-01,Combined Minimum Variance,EOS-USD,6.123683063689128e-21
2021-12-01,Combined Minimum Variance,ETC-USD,0.0006037696387756193
2021-12-01,Combined Minimum Variance,ETH-USD,0.003000147256674894
2021-12-01,Combined Minimum Variance,GE,0.017551754675438402
2021-12-01,Combined Minimum Variance,GILD,0.021491062621022634
2021-12-01,Combined Minimum Variance,GS,0.01823311056744146
2021-12-01,Combined Minimum Variance,INTC,0.019983001054988254
2021-12-01,Combined Minimum Variance,KO,0.02054533742527681
2021-12-01,Combined Minimum Variance,LTC-USD,3.252606517456513e-19
2021-12-01,Combined Minimum Variance,MMM,0.019755873690726396
2021-12-01,Combined Minimum Variance,MRK,0.02020253788752262
2021-12-01,Combined Minimum Variance,MS,0.018052836176121308
2021-12-01,Combined Minimum Variance,NEE,0.021161716152169944
2021-12-01,Combined Minimum Variance,NEM,0.020821650949064713
2021-12-01,Combined Minimum Variance,NKE,0.02064261256171053
2021-12-01,Combined Minimum Variance,NUE,0.01709377449798531
2021-12-01,Combined Minimum Variance,NVDA,0.01788277271425159
2021-12-01,Combined Minimum Variance,O,0.020432952452043206
2021-12-01,Combined Minimum Variance,OXY,0.01530586739947737
2021-12-01,Combined Minimum Variance,PLD,0.020308940367584155
2021-12-01,Combined Minimum Variance,PSA,0.021523792231719
2021-12-01,Combined Minimum Variance,QCOM,0.019326060211650346
2021-12-01,Combined Minimum Variance,SBUX,0.020441798522915437
2021-12-01,Combined Minimum Variance,SHW,0.020682171876029005
2021-12-01,Combined Minimum Variance,SLB,0.01638859441881165
2021-12-01,Combined Minimum Variance,SO,0.021225218067719234
2021-12-01,Combined Minimum Variance,T,0.020531191914852472
2021-12-01,Combined Minimum Variance,TMUS,0.02013797639190595
2021-12-01,Combined Minimum Variance,TRX-USD,0.001302291887110412
2021-12-01,Combined Minimum Variance,TTWO,0.020907570364601707
2021-12-01,Combined Minimum Variance,UPS,0.021330364797560477
2021-12-01,Combined Minimum Variance,USB,0.018494159605994504
2021-12-01,Combined Minimum Variance,V,0.020102876352714485
2021-12-01,Combined Minimum Variance,WFC,0.018597148524485668
2021-12-01,Combined Minimum Variance,WMT,0.020946115863450812
2021-12-01,Combined Minimum Variance,XLM-USD,0.0010134212522113037
2021-12-01,Combined Minimum Variance,XOM,0.018101431451880826
2021-12-01,Combined Minimum Variance,XRP-USD,5.355752810992993e-20
2021-12-01,Combined Maximum Sharpe,ABBV,0.0
2021-12-01,Combined Maximum Sharpe,ABT,0.11088980465989996
2021-12-01,Combined Maximum Sharpe,ADA-USD,0.0
2021-12-01,Combined Maximum Sharpe,ADBE,0.02291690112970875
2021-12-01,Combined Maximum Sharpe,AEP,2.503995039988046e-17
2021-12-01,Combined Maximum Sharpe,AMD,0.16687302679887442
2021-12-01,Combined Maximum Sharpe,AMGN,0.0
2021-12-01,Combined Maximum Sharpe,AMT,0.0
2021-12-01,Combined Maximum Sharpe,BA,0.0
2021-12-01,Combined Maximum Sharpe,BCH-USD,0.0
2021-12-01,Combined Maximum Sharpe,BTC-USD,9.949771499769473e-16
2021-12-01,Combined Maximum Sharpe,CAT,0.0
2021-12-01,Combined Maximum Sharpe,CCI,0.0
2021-12-01,Combined Maximum Sharpe,CMCSA,0.0
2021-12-01,Combined Maximum Sharpe,COP,0.11027140771942193
2021-12-01,Combined Maximum Sharpe,CVX,0.0
2021-12-01,Combined Maximum Sharpe,D,7.351539644262426e-16
2021-12-01,Combined Maximum Sharpe,DD,0.0
2021-12-01,Combined Maximum Sharpe,DIS,0.0
2021-12-01,Combined Maximum Sharpe,DOW,0.0
2021-12-01,Combined Maximum Sharpe,DUK,6.866516069044805e-16
2021-12-01,Combined Maximum Sharpe,EA,0.0
2021-12-01,Combined Maximum Sharpe,EOS-USD,0.0
2021-12-01,Combined Maximum Sharpe,ETC-USD,0.0
2021-12-01,Combined Maximum Sharpe,ETH-USD,7.109493931234946e-15
2021-12-01,Combined Maximum Sharpe,GE,0.0
2021-12-01,Combined Maximum Sharpe,GILD,0.0
2021-12-01,Combined Maximum Sharpe,GS,0.0
2021-12-01,Combined Maximum Sharpe,INTC,0.0
2021-12-01,Combined Maximum Sharpe,KO,0.0
2021-12-01,Combined Maximum Sharpe,LTC-USD,0.0
2021-12-01,Combined Maximum Sharpe,MMM,0.0
2021-12-01,Combined Maximum Sharpe,MRK,0.0
2021-12-01,Combined Maximum Sharpe,MS,0.0
2021-12-01,Combined Maximum Sharpe,NEE,0.19999999999999107
2021-12-01,Combined Maximum Sharpe,NEM,0.0
2021-12-01,Combined Maximum Sharpe,NKE,0.054164934943050726
2021-12-01,Combined Maximum Sharpe,NUE,0.0
2021-12-01,Combined Maximum Sharpe,NVDA,0.1097905619435594
2021-12-01,Combined Maximum Sharpe,O,0.0
2021-12-01,Combined Maximum Sharpe,OXY,0.0
2021-12-01,Combined Maximum Sharpe,PLD,0.10516806044587583
2021-12-01,Combined Maximum Sharpe,PSA,0.11992530235960792
2021-12-01,Combined Maximum Sharpe,QCOM,0.0
2021-12-01,Combined Maximum Sharpe,SBUX,1.3153705508062723e-16
2021-12-01,Combined Maximum Sharpe,SHW,0.0
2021-12-01,Combined Maximum Sharpe,SLB,0.0
2021-12-01,Combined Maximum Sharpe,SO,1.133330211451743e-16
2021-12-01,Combined Maximum Sharpe,T,8.265211777555002e-17
2021-12-01,Combined Maximum Sharpe,TMUS,0.0
2021-12-01,Combined Maximum Sharpe,TRX-USD,0.0
2021-12-01,Combined Maximum Sharpe,TTWO,0.0
2021-12-01,Combined Maximum Sharpe,UPS,0.0
2021-12-01,Combined Maximum Sharpe,USB,0.0
2021-12-01,Combined Maximum Sharpe,V,0.0
2021-12-01,Combined Maximum Sharpe,WFC,0.0
2021-12-01,Combined Maximum Sharpe,WMT,0.0
2021-12-01,Combined Maximum Sharpe,XLM-USD,0.0
2021-12-01,Combined Maximum Sharpe,XOM,0.0
2021-12-01,Combined Maximum Sharpe,XRP-USD,0.0
2022-01-03,Combined Equal Weight,ABBV,0.016666666666666666
2022-01-03,Combined Equal Weight,ABT,0.016666666666666666
2022-01-03,Combined Equal Weight,ADA-USD,0.016666666666666666
2022-01-03,Combined Equal Weight,ADBE,0.016666666666666666
2022-01-03,Combined Equal Weight,AEP,0.016666666666666666
2022-01-03,Combined Equal Weight,AMD,0.016666666666666666
2022-01-03,Combined Equal Weight,AMGN,0.016666666666666666
2022-01-03,Combined Equal Weight,AMT,0.016666666666666666
2022-01-03,Combined Equal Weight,BA,0.016666666666666666
2022-01-03,Combined Equal Weight,BCH-USD,0.016666666666666666
2022-01-03,Combined Equal Weight,BTC-USD,0.016666666666666666
2022-01-03,Combined Equal Weight,CAT,0.016666666666666666
2022-01-03,Combined Equal Weight,CCI,0.016666666666666666
2022-01-03,Combined Equal Weight,CMCSA,0.016666666666666666
2022-01-03,Combined Equal Weight,COP,0.016666666666666666
2022-01-03,Combined Equal Weight,CVX,0.016666666666666666
2022-01-03,Combined Equal Weight,D,0.016666666666666666
2022-01-03,Combined Equal Weight,DD,0.016666666666666666
2022-01-03,Combined Equal Weight,DIS,0.016666666666666666
2022-01-03,Combined Equal Weight,DOW,0.016666666666666666
2022-01-03,Combined Equal Weight,DUK,0.016666666666666666
2022-01-03,Combined Equal Weight,EA,0.016666666666666666
2022-01-03,Combined Equal Weight,EOS-USD,0.016666666666666666
2022-01-03,Combined Equal Weight,ETC-USD,0.016666666666666666
2022-01-03,Combined Equal Weight,ETH-USD,0.016666666666666666
2022-01-03,Combined Equal Weight,GE,0.016666666666666666
2022-01-03,Combined Equal Weight,GILD,0.016666666666666666
2022-01-03,Combined Equal Weight,GS,0.016666666666666666
2022-01-03,Combined Equal Weight,INTC,0.016666666666666666
2022-01-03,Combined Equal Weight,KO,0.016666666666666666
2022-01-03,Combined Equal Weight,LTC-USD,0.016666666666666666
2022-01-03,Combined Equal Weight,MMM,0.016666666666666666
2022-01-03,Combined Equal Weight,MRK,0.016666666666666666
2022-01-03,Combined Equal Weight,MS,0.016666666666666666
2022-01-03,Combined Equal Weight,NEE,0.016666666666666666
2022-01-03,Combined Equal Weight,NEM,0.016666666666666666
2022-01-03,Combined Equal Weight,NKE,0.016666666666666666
2022-01-03,Combined Equal Weight,NUE,0.016666666666666666
2022-01-03,Combined Equal Weight,NVDA,0.016666666666666666
2022-01-03,Combined Equal Weight,O,0.016666666666666666
2022-01-03,Combined Equal Weight,OXY,0.016666666666666666
2022-01-03,Combined Equal Weight,PLD,0.016666666666666666
2022-01-03,Combined Equal Weight,PSA,0.016666666666666666
2022-01-03,Combined Equal Weight,QCOM,0.016666666666666666
2022-01-03,Combined Equal Weight,SBUX,0.016666666666666666
2022-01-03,Combined Equal Weight,SHW,0.016666666666666666
2022-01-03,Combined Equal Weight,SLB,0.016666666666666666
2022-01-03,Combined Equal Weight,SO,0.016666666666666666
2022-01-03,Combined Equal Weight,T,0.016666666666666666
2022-01-03,Combined Equal Weight,TMUS,0.016666666666666666
2022-01-03,Combined Equal Weight,TRX-USD,0.016666666666666666
2022-01-03,Combined Equal Weight,TTWO,0.016666666666666666
2022-01-03,Combined Equal Weight,UPS,0.016666666666666666
2022-01-03,Combined Equal Weight,USB,0.016666666666666666
2022-01-03,Combined Equal Weight,V,0.016666666666666666
2022-01-03,Combined Equal Weight,WFC,0.016666666666666666
2022-01-03,Combined Equal Weight,WMT,0.016666666666666666
2022-01-03,Combined Equal Weight,XLM-USD,0.016666666666666666
2022-01-03,Combined Equal Weight,XOM,0.016666666666666666
2022-01-03,Combined Equal Weight,XRP-USD,0.016666666666666666
2022-01-03,Combined Minimum Variance,ABBV,0.022169778190528764
2022-01-03,Combined Minimum Variance,ABT,0.023143513601588287
2022-01-03,Combined Minimum Variance,ADA-USD,0.0
2022-01-03,Combined Minimum Variance,ADBE,0.01991518671040995
2022-01-03,Combined Minimum Variance,AEP,0.022320375186439322
2022-01-03,Combined Minimum Variance,AMD,0.016107015960275275
2022-01-03,Combined Minimum Variance,AMGN,0.02135063328785785
2022-01-03,Combined Minimum Variance,AMT,0.021829758490040683
2022-01-03,Combined Minimum Variance,BA,0.016091516662709627
2022-01-03,Combined Minimum Variance,BCH-USD,0.0
2022-01-03,Combined Minimum Variance,BTC-USD,0.0058906353237093085
2022-01-03,Combined Minimum Variance,CAT,0.017397293946163895
2022-01-03,Combined Minimum Variance,CCI,0.022281864354909756
2022-01-03,Combined Minimum Variance,CMCSA,0.019665549739227454
2022-01-03,Combined Minimum Variance,COP,0.01664350270868048
2022-01-03,Combined Minimum Variance,CVX,0.018579459524146132
2022-01-03,Combined Minimum Variance,D,0.022617687737150827
2022-01-03,Combined Minimum Variance,DD,0.01730478846354902
2022-01-03,Combined Minimum Variance,DIS,0.01910072049637329
2022-01-03,Combined Minimum Variance,DOW,0.0174333964543755
2022-01-03,Combined Minimum Variance,DUK,0.02282145050501184
2022-01-03,Combined Minimum Variance,EA,0.022063442795232684
2022-01-03,Combined Minimum Variance,EOS-USD,0.0
2022-01-03,Combined Minimum Variance,ETC-USD,0.0005159017469076976
2022-01-03,Combined Minimum Variance,ETH-USD,0.0011603430819027427
2022-01-03,Combined Minimum Variance,GE,0.016347397882133043
2022-01-03,Combined Minimum Variance,GILD,0.02330616371245347
2022-01-03,Combined Minimum Variance,GS,0.017903799652882177
2022-01-03,Combined Minimum Variance,INTC,0.01974780430059273
2022-01-03,Combined Minimum Variance,KO,0.02171031169150841
2022-01-03,Combined Minimum Variance,LTC-USD,0.0
2022-01-03,Combined Minimum Variance,MMM,0.0204849797239855
2022-01-03,Combined Minimum Variance,MRK,0.021739496427627816
2022-01-03,Combined Minimum Variance,MS,0.01770746527148623
2022-01-03,Combined Minimum Variance,NEE,0.02205691054919576
2022-01-03,Combined Minimum Variance,NEM,0.02272245135149862
2022-01-03,Combined Minimum Variance,NKE,0.02051639953677753
2022-01-03,Combined Minimum Variance,NUE,0.01797105792059349
2022-01-03,Combined Minimum Variance,NVDA,0.015068231399702463
2022-01-03,Combined Minimum Variance,O,0.020965426632486666
2022-01-03,Combined Minimum Variance,OXY,0.01195970386405758
2022-01-03,Combined Minimum Variance,PLD,0.021058971836054687
2022-01-03,Combined Minimum Variance,PSA,0.022455711391664853
2022-01-03,Combined Minimum Variance,QCOM,0.019438292577333347
2022-01-03,Combined Minimum Variance,SBUX,0.020315708699544844
2022-01-03,Combined Minimum Variance,SHW,0.0214962022791563
