date,sector,sentiment,headline_count,lagged_sentiment
2020-02-09 00:00:00,Comm,0.0,2,0.0
2020-02-10 00:00:00,Comm,0.020833333333333332,16,0.0
2020-02-11 00:00:00,Comm,0.20833333333333334,24,0.020833333333333332
2020-02-12 00:00:00,Comm,0.16666666666666666,18,0.20833333333333334
2020-02-13 00:00:00,Comm,0.15,20,0.16666666666666666
2020-02-14 00:00:00,Comm,0.0,1,0.15
2020-02-15 00:00:00,Comm,0.0,4,0.0
2020-02-16 00:00:00,Comm,0.0,2,0.0
2020-02-17 00:00:00,Comm,0.0,3,0.0
2020-02-18 00:00:00,Comm,0.07142857142857142,14,0.0
2020-02-19 00:00:00,Comm,0.0,9,0.07142857142857142
2020-02-20 00:00:00,Comm,0.13333333333333333,15,0.0
2020-02-21 00:00:00,Comm,0.0,7,0.13333333333333333
2020-02-22 00:00:00,Comm,0.0,5,0.0
2020-02-23 00:00:00,Comm,0.0,2,0.0
2020-02-24 00:00:00,Comm,0.0,3,0.0
2020-02-25 00:00:00,Comm,0.0,5,0.0
2020-02-26 00:00:00,Comm,-0.1,10,0.0
2020-02-27 00:00:00,Comm,0.0,8,-0.1
2020-02-28 00:00:00,Comm,-0.11764705882352941,17,0.0
2020-02-29 00:00:00,Comm,0.0,3,-0.11764705882352941
2020-03-01 00:00:00,Comm,0.3333333333333333,3,0.0
2020-03-02 00:00:00,Comm,0.09090909090909091,11,0.3333333333333333
2020-03-03 00:00:00,Comm,0.0,11,0.09090909090909091
2020-03-04 00:00:00,Comm,0.0,7,0.0
2020-03-05 00:00:00,Comm,-0.1,10,0.0
2020-03-06 00:00:00,Comm,0.0,6,-0.1
2020-03-07 00:00:00,Comm,0.0,1,0.0
2020-03-08 00:00:00,Comm,0.0,5,0.0
2020-03-09 00:00:00,Comm,0.0,10,0.0
2020-03-10 00:00:00,Comm,0.0,18,0.0
2020-03-11 00:00:00,Comm,-0.1,10,0.0
2020-03-12 00:00:00,Comm,0.08333333333333333,12,-0.1
2020-03-13 00:00:00,Comm,0.125,16,0.08333333333333333
2020-03-14 00:00:00,Comm,0.0,7,0.125
2020-03-15 00:00:00,Comm,0.0,4,0.0
2020-03-16 00:00:00,Comm,-0.11764705882352941,17,0.0
2020-03-17 00:00:00,Comm,0.17647058823529413,17,-0.11764705882352941
2020-03-18 00:00:00,Comm,-0.09090909090909091,11,0.17647058823529413
2020-03-19 00:00:00,Comm,0.14285714285714285,14,-0.09090909090909091
2020-03-20 00:00:00,Comm,-0.16666666666666666,6,0.14285714285714285
2020-03-21 00:00:00,Comm,0.0,6,-0.16666666666666666
2020-03-22 00:00:00,Comm,0.0,4,0.0
2020-03-23 00:00:00,Comm,0.05555555555555555,18,0.0
2020-03-24 00:00:00,Comm,0.05555555555555555,18,0.05555555555555555
2020-03-25 00:00:00,Comm,-0.13333333333333333,15,0.05555555555555555
2020-03-26 00:00:00,Comm,0.0,13,-0.13333333333333333
2020-03-27 00:00:00,Comm,0.0,11,0.0
2020-03-28 00:00:00,Comm,0.0,4,0.0
2020-03-29 00:00:00,Comm,0.0,2,0.0
2020-03-30 00:00:00,Comm,0.4444444444444444,9,0.0
2020-03-31 00:00:00,Comm,0.16666666666666666,6,0.4444444444444444
2020-04-01 00:00:00,Comm,0.047619047619047616,21,0.16666666666666666
2020-04-02 00:00:00,Comm,0.1,10,0.047619047619047616
2020-04-03 00:00:00,Comm,0.0625,16,0.1
2020-04-04 00:00:00,Comm,0.0,3,0.0625
2020-04-05 00:00:00,Comm,0.0,4,0.0
2020-04-06 00:00:00,Comm,0.2222222222222222,9,0.0
2020-04-07 00:00:00,Comm,0.1,20,0.2222222222222222
2020-04-08 00:00:00,Comm,0.07692307692307693,13,0.1
2020-04-09 00:00:00,Comm,0.0,18,0.07692307692307693
2020-04-10 00:00:00,Comm,0.0,3,0.0
2020-04-12 00:00:00,Comm,0.0,5,0.0
2020-04-13 00:00:00,Comm,-0.25,8,0.0
2020-04-14 00:00:00,Comm,0.05263157894736842,19,-0.25
2020-04-15 00:00:00,Comm,0.0,16,0.05263157894736842
2020-04-16 00:00:00,Comm,0.0,16,0.0
2020-04-17 00:00:00,Comm,0.13333333333333333,15,0.0
2020-04-19 00:00:00,Comm,0.0,1,0.13333333333333333
2020-04-20 00:00:00,Comm,0.09090909090909091,11,0.0
2020-04-21 00:00:00,Comm,0.125,16,0.09090909090909091
2020-04-22 00:00:00,Comm,0.11538461538461539,26,0.125
2020-04-23 00:00:00,Comm,0.08333333333333333,24,0.11538461538461539
2020-04-24 00:00:00,Comm,0.0,18,0.08333333333333333
2020-04-25 00:00:00,Comm,0.0,4,0.0
2020-04-26 00:00:00,Comm,0.0,1,0.0
2020-04-27 00:00:00,Comm,0.0,16,0.0
2020-04-28 00:00:00,Comm,0.16666666666666666,36,0.0
2020-04-29 00:00:00,Comm,0.0,19,0.16666666666666666
2020-04-30 00:00:00,Comm,0.06896551724137931,29,0.0
2020-05-01 00:00:00,Comm,-0.09523809523809523,21,0.06896551724137931
2020-05-02 00:00:00,Comm,0.0,6,-0.09523809523809523
2020-05-03 00:00:00,Comm,0.0,1,0.0
2020-05-04 00:00:00,Comm,0.11764705882352941,17,0.0
2020-05-05 00:00:00,Comm,0.02564102564102564,39,0.11764705882352941
2020-05-06 00:00:00,Comm,-0.08823529411764706,34,0.02564102564102564
2020-05-07 00:00:00,Comm,0.07246376811594203,23,-0.08823529411764706
2020-05-08 00:00:00,Comm,0.2222222222222222,9,0.07246376811594203
2020-05-09 00:00:00,Comm,0.0,3,0.2222222222222222
2020-05-10 00:00:00,Comm,0.0,7,0.0
2020-05-11 00:00:00,Comm,0.0,13,0.0
2020-05-12 00:00:00,Comm,0.05555555555555555,18,0.0
2020-05-13 00:00:00,Comm,0.0,4,0.05555555555555555
2020-05-14 00:00:00,Comm,0.0,14,0.0
2020-05-15 00:00:00,Comm,0.0,16,0.0
2020-05-16 00:00:00,Comm,0.0,2,0.0
2020-05-17 00:00:00,Comm,0.0,4,0.0
2020-05-18 00:00:00,Comm,0.0,13,0.0
2020-05-18 11:49:02,Comm,0.0,1,0.0
2020-05-18 13:01:58,Comm,-1.0,1,0.0
2020-05-19 00:00:00,Comm,0.0,18,-1.0
2020-05-19 03:42:25,Comm,-1.0,1,0.0
2020-05-19 11:25:15,Comm,0.0,1,-1.0
2020-05-20 00:00:00,Comm,0.11538461538461539,26,0.0
2020-05-20 01:22:43,Comm,0.0,1,0.11538461538461539
2020-05-21 00:00:00,Comm,-0.1,10,0.0
2020-05-21 10:49:38,Comm,0.0,1,-0.1
2020-05-22 00:00:00,Comm,0.0,7,0.0
2020-05-22 04:47:18,Comm,0.0,1,0.0
2020-05-22 10:11:39,Comm,1.0,1,0.0
2020-05-22 10:49:13,Comm,0.0,1,1.0
2020-05-23 00:00:00,Comm,0.0,2,0.0
2020-05-23 08:30:06,Comm,0.0,1,0.0
2020-05-24 00:00:00,Comm,0.3333333333333333,3,0.0
2020-05-25 00:00:00,Comm,0.0,2,0.3333333333333333
2020-05-26 00:00:00,Comm,-0.09090909090909091,11,0.0
2020-05-26 06:41:46,Comm,1.0,1,-0.09090909090909091
2020-05-27 00:00:00,Comm,0.047619047619047616,21,1.0
2020-05-27 09:16:31,Comm,0.0,2,0.047619047619047616
2020-05-27 09:44:28,Comm,0.0,1,0.0
2020-05-28 00:00:00,Comm,0.047619047619047616,21,0.0
2020-05-28 12:10:50,Comm,0.0,1,0.047619047619047616
2020-05-28 12:31:32,Comm,0.0,1,0.0
2020-05-29 00:00:00,Comm,0.0,14,0.0
2020-05-30 00:00:00,Comm,0.0,1,0.0
2020-05-31 00:00:00,Comm,0.0,5,0.0
2020-06-01 00:00:00,Comm,0.0,11,0.0
2020-06-02 00:00:00,Comm,0.2222222222222222,9,0.0
2020-06-03 00:00:00,Comm,0.0,9,0.2222222222222222
2020-06-03 10:26:08,Comm,0.0,1,0.0
2020-06-03 13:10:46,Comm,0.0,1,0.0
2020-06-03 13:11:10,Comm,0.0,1,0.0
2020-06-04 00:00:00,Comm,-0.125,8,0.0
2020-06-04 09:01:33,Comm,0.0,1,-0.125
2020-06-04 10:15:42,Comm,0.0,1,0.0
2020-06-04 10:34:08,Comm,0.0,1,0.0
2020-06-05 00:00:00,Comm,0.14285714285714285,7,0.0
2020-06-05 01:42:40,Comm,0.0,1,0.14285714285714285
2020-06-05 05:50:21,Comm,1.0,1,0.0
2020-06-05 06:01:19,Comm,0.0,1,1.0
2020-06-05 12:25:32,Comm,0.0,1,0.0
2020-06-06 00:00:00,Comm,-0.3333333333333333,3,0.0
2020-06-07 00:00:00,Comm,0.0,9,-0.3333333333333333
2020-06-08 00:00:00,Comm,0.0,2,0.0
2020-06-08 08:31:27,Comm,0.0,1,0.0
2020-06-08 08:47:54,Comm,0.0,1,0.0
2020-06-09 00:00:00,Comm,0.5,2,0.0
2020-06-09 03:48:00,Comm,0.0,1,0.5
2020-06-09 03:53:04,Comm,0.0,1,0.0
2020-06-09 04:48:59,Comm,-1.0,1,0.0
2020-06-09 06:40:40,Comm,0.0,1,-1.0
2020-06-10 00:00:00,Comm,0.0,4,0.0
2020-06-10 09:37:18,Comm,0.0,1,0.0
2020-06-10 12:41:25,Comm,0.0,1,0.0
2020-06-11 00:00:00,Comm,0.0,8,0.0
2020-06-11 04:27:50,Comm,0.0,1,0.0
2020-06-11 06:16:30,Comm,-1.0,1,0.0
2020-06-11 10:22:11,Comm,0.0,1,-1.0
2020-06-11 10:22:16,Comm,0.0,1,0.0
2020-06-11 10:22:20,Comm,0.0,1,0.0
2020-06-11 10:22:24,Comm,0.0,1,0.0
2020-06-12 00:00:00,Comm,0.1111111111111111,9,0.0
2020-06-14 00:00:00,Comm,0.0,3,0.1111111111111111
2020-06-15 00:00:00,Comm,0.0,13,0.0
2020-06-16 00:00:00,Comm,-0.13043478260869565,23,0.0
2020-06-17 00:00:00,Comm,-0.07692307692307693,13,-0.13043478260869565
2020-06-18 00:00:00,Comm,0.2222222222222222,18,-0.07692307692307693
2020-06-19 00:00:00,Comm,0.0,11,0.2222222222222222
2020-06-20 00:00:00,Comm,0.0,1,0.0
2020-06-21 00:00:00,Comm,-0.3333333333333333,3,0.0
2020-06-22 00:00:00,Comm,0.0,7,-0.3333333333333333
2020-06-23 00:00:00,Comm,0.25,8,0.0
2020-06-24 00:00:00,Comm,0.0,17,0.25
2020-06-25 00:00:00,Comm,0.0,11,0.0
2020-06-26 00:00:00,Comm,0.0,6,0.0
2020-06-27 00:00:00,Comm,0.0,2,0.0
2020-06-28 00:00:00,Comm,0.0,7,0.0
2020-06-29 00:00:00,Comm,0.0,14,0.0
2020-06-30 00:00:00,Comm,0.0,9,0.0
2020-07-01 00:00:00,Comm,0.16666666666666666,6,0.0
2020-07-02 00:00:00,Comm,0.0,7,0.16666666666666666
2020-07-03 00:00:00,Comm,0.0,6,0.0
2020-07-04 00:00:00,Comm,0.0,3,0.0
2020-07-05 00:00:00,Comm,0.25,4,0.0
2020-07-06 00:00:00,Comm,0.0,8,0.25
2020-07-07 00:00:00,Comm,0.0,14,0.0
2020-07-08 00:00:00,Comm,0.0,8,0.0
2020-07-09 00:00:00,Comm,0.16666666666666666,6,0.0
2020-07-10 00:00:00,Comm,0.0,4,0.16666666666666666
2020-07-11 00:00:00,Comm,0.0,1,0.0
2020-07-12 00:00:00,Comm,0.0,5,0.0
2020-07-13 00:00:00,Comm,0.2,5,0.0
2020-07-14 00:00:00,Comm,0.0,12,0.2
2020-07-15 00:00:00,Comm,0.14285714285714285,7,0.0
2020-07-16 00:00:00,Comm,0.2857142857142857,7,0.14285714285714285
2020-07-17 00:00:00,Comm,-0.33333333333333337,2,0.2857142857142857
2020-07-19 00:00:00,Comm,0.0,2,-0.33333333333333337
2020-07-20 00:00:00,Comm,0.0,6,0.0
2020-07-21 00:00:00,Comm,0.1,10,0.0
2020-07-22 00:00:00,Comm,0.0,7,0.1
2020-07-23 00:00:00,Comm,0.0,11,0.0
2020-07-24 00:00:00,Comm,0.05555555555555555,18,0.0
2020-07-27 00:00:00,Comm,0.0,6,0.05555555555555555
2020-07-28 00:00:00,Comm,0.1111111111111111,9,0.0
2020-07-29 00:00:00,Comm,0.16666666666666666,12,0.1111111111111111
2020-07-30 00:00:00,Comm,0.2,15,0.16666666666666666
2020-07-31 00:00:00,Comm,0.0,6,0.2
2020-08-01 00:00:00,Comm,0.0,2,0.0
2020-08-02 00:00:00,Comm,0.2,5,0.0
2020-08-03 00:00:00,Comm,0.2,15,0.2
2020-08-04 00:00:00,Comm,0.23809523809523808,21,0.2
2020-08-05 00:00:00,Comm,0.4,10,0.23809523809523808
2020-08-06 00:00:00,Comm,0.2857142857142857,14,0.4
2020-08-07 00:00:00,Comm,0.43333333333333335,30,0.2857142857142857
2020-08-08 00:00:00,Comm,0.0,3,0.43333333333333335
2020-08-09 00:00:00,Comm,0.0,1,0.0
2020-08-10 00:00:00,Comm,0.2857142857142857,7,0.0
2020-08-11 00:00:00,Comm,0.1111111111111111,9,0.2857142857142857
2020-08-12 00:00:00,Comm,0.0,9,0.1111111111111111
2020-08-13 00:00:00,Comm,0.18181818181818182,11,0.0
2020-08-14 00:00:00,Comm,0.0,6,0.18181818181818182
2020-08-15 00:00:00,Comm,0.5,4,0.0
2020-08-16 00:00:00,Comm,0.0,1,0.5
2020-08-17 00:00:00,Comm,0.0,4,0.0
2020-08-18 00:00:00,Comm,0.07692307692307693,13,0.0
2020-08-19 00:00:00,Comm,0.0,1,0.07692307692307693
2020-08-20 00:00:00,Comm,0.125,8,0.0
2020-08-21 00:00:00,Comm,0.0,10,0.125
2020-08-23 00:00:00,Comm,0.0,2,0.0
2020-08-24 00:00:00,Comm,0.0,4,0.0
2020-08-25 00:00:00,Comm,0.0,4,0.0
2020-08-26 00:00:00,Comm,0.0,10,0.0
2020-08-27 00:00:00,Comm,0.0,3,0.0
2020-08-28 00:00:00,Comm,0.25,8,0.0
2020-08-29 00:00:00,Comm,0.0,2,0.25
2020-08-30 00:00:00,Comm,0.0,2,0.0
2020-08-31 00:00:00,Comm,0.0,1,0.0
2020-09-01 00:00:00,Comm,0.0,5,0.0
2020-09-02 00:00:00,Comm,0.0,7,0.0
2020-09-03 00:00:00,Comm,0.0,10,0.0
2020-09-04 00:00:00,Comm,0.0,7,0.0
2020-09-07 00:00:00,Comm,0.5,2,0.0
2020-09-08 00:00:00,Comm,0.0,4,0.5
2020-09-09 00:00:00,Comm,0.0,5,0.0
2020-09-10 00:00:00,Comm,0.0,3,0.0
2020-09-11 00:00:00,Comm,0.0,4,0.0
2020-09-12 00:00:00,Comm,0.0,4,0.0
2020-09-13 00:00:00,Comm,0.0,3,0.0
2020-09-14 00:00:00,Comm,0.0,5,0.0
2020-09-15 00:00:00,Comm,0.0,12,0.0
2020-09-16 00:00:00,Comm,0.0,8,0.0
2020-09-17 00:00:00,Comm,0.0,5,0.0
2020-09-18 00:00:00,Comm,-0.25,8,0.0
2020-09-19 00:00:00,Comm,0.0,2,-0.25
2020-09-20 00:00:00,Comm,0.0,3,0.0
2020-09-21 00:00:00,Comm,0.0,12,0.0
2020-09-22 00:00:00,Comm,0.0,6,0.0
2020-09-23 00:00:00,Comm,0.0,3,0.0
2020-09-24 00:00:00,Comm,0.0,7,0.0
2020-09-25 00:00:00,Comm,0.0,3,0.0
2020-09-26 00:00:00,Comm,0.0,2,0.0
2020-09-27 00:00:00,Comm,0.0,4,0.0
2020-09-28 00:00:00,Comm,0.0,11,0.0
2020-09-29 00:00:00,Comm,0.0,3,0.0
2020-09-30 00:00:00,Comm,-0.2,5,0.0
2020-10-01 00:00:00,Comm,0.16666666666666666,12,-0.2
2020-10-02 00:00:00,Comm,0.25,4,0.16666666666666666
2020-10-03 00:00:00,Comm,0.0,2,0.25
2020-10-05 00:00:00,Comm,0.0,10,0.0
2020-10-06 00:00:00,Comm,0.0,9,0.0
2020-10-07 00:00:00,Comm,0.3333333333333333,3,0.0
2020-10-08 00:00:00,Comm,-0.3333333333333333,9,0.3333333333333333
2020-10-09 00:00:00,Comm,0.21428571428571427,14,-0.3333333333333333
2020-10-10 00:00:00,Comm,0.0,6,0.21428571428571427
2020-10-11 00:00:00,Comm,0.0,5,0.0
2020-10-12 00:00:00,Comm,0.0,10,0.0
2020-10-13 00:00:00,Comm,0.16666666666666666,12,0.0
2020-10-14 00:00:00,Comm,0.0,13,0.16666666666666666
2020-10-15 00:00:00,Comm,0.0,5,0.0
2020-10-16 00:00:00,Comm,0.0,6,0.0
2020-10-17 00:00:00,Comm,0.0,3,0.0
2020-10-18 00:00:00,Comm,0.0,2,0.0
2020-10-19 00:00:00,Comm,0.5,8,0.0
2020-10-20 00:00:00,Comm,0.0,3,0.5
2020-10-21 00:00:00,Comm,0.0,6,0.0
2020-10-22 00:00:00,Comm,0.0,16,0.0
2020-10-23 00:00:00,Comm,0.1111111111111111,9,0.0
2020-10-24 00:00:00,Comm,0.25,4,0.1111111111111111
2020-10-25 00:00:00,Comm,0.0,2,0.25
2020-10-26 00:00:00,Comm,0.0,11,0.0
2020-10-27 00:00:00,Comm,0.0,2,0.0
2020-10-28 00:00:00,Comm,0.11764705882352941,17,0.0
2020-10-29 00:00:00,Comm,0.2222222222222222,18,0.11764705882352941
2020-10-30 00:00:00,Comm,0.0,7,0.2222222222222222
2020-10-31 00:00:00,Comm,0.0,4,0.0
2020-11-01 00:00:00,Comm,0.0,3,0.0
2020-11-02 00:00:00,Comm,0.0,13,0.0
2020-11-03 00:00:00,Comm,0.05555555555555555,18,0.0
2020-11-04 00:00:00,Comm,0.0,13,0.05555555555555555
2020-11-05 00:00:00,Comm,0.0,20,0.0
2020-11-06 00:00:00,Comm,0.06521739130434782,46,0.0
2020-11-07 00:00:00,Comm,0.0,1,0.06521739130434782
2020-11-08 00:00:00,Comm,0.0,2,0.0
2020-11-09 00:00:00,Comm,0.0,15,0.0
2020-11-10 00:00:00,Comm,0.0,14,0.0
2020-11-11 00:00:00,Comm,-0.6666666666666666,9,0.0
2020-11-12 00:00:00,Comm,-0.2222222222222222,9,-0.6666666666666666
2020-11-13 00:00:00,Comm,-0.15384615384615385,13,-0.2222222222222222
2020-11-15 00:00:00,Comm,0.0,3,-0.15384615384615385
2020-11-16 00:00:00,Comm,0.0,9,0.0
2020-11-17 00:00:00,Comm,0.0,12,0.0
2020-11-18 00:00:00,Comm,0.0,11,0.0
2020-11-19 00:00:00,Comm,0.5,10,0.0
2020-11-20 00:00:00,Comm,0.0,15,0.5
2020-11-22 00:00:00,Comm,0.0,4,0.0
2020-11-23 00:00:00,Comm,0.0,5,0.0
2020-11-24 00:00:00,Comm,0.0,11,0.0
2020-11-25 00:00:00,Comm,0.0,6,0.0
2020-11-27 00:00:00,Comm,0.0,3,0.0
2020-11-28 00:00:00,Comm,0.0,3,0.0
2020-11-30 00:00:00,Comm,0.0,3,0.0
2020-12-01 00:00:00,Comm,0.0,6,0.0
2020-12-02 00:00:00,Comm,0.0,2,0.0
2020-12-03 00:00:00,Comm,0.0,8,0.0
2020-12-04 00:00:00,Comm,0.0,10,0.0
2020-12-05 00:00:00,Comm,0.0,2,0.0
2020-12-06 00:00:00,Comm,0.0,3,0.0
2020-12-07 00:00:00,Comm,0.0,7,0.0
2020-12-08 00:00:00,Comm,0.15384615384615385,13,0.0
2020-12-09 00:00:00,Comm,0.09090909090909091,11,0.15384615384615385
2020-12-10 00:00:00,Comm,0.0,12,0.09090909090909091
2020-12-11 00:00:00,Comm,0.0,10,0.0
2020-12-12 00:00:00,Comm,0.0,2,0.0
2020-12-13 00:00:00,Comm,0.0,4,0.0
2020-12-14 00:00:00,Comm,0.0,25,0.0
2020-12-15 00:00:00,Comm,0.0,9,0.0
2020-12-16 00:00:00,Comm,0.0,6,0.0
2020-12-17 00:00:00,Comm,0.125,8,0.0
2020-12-18 00:00:00,Comm,0.125,8,0.125
2020-12-19 00:00:00,Comm,0.0,4,0.125
2020-12-20 00:00:00,Comm,0.0,6,0.0
2020-12-21 00:00:00,Comm,0.0,8,0.0
2020-12-22 00:00:00,Comm,0.0,7,0.0
2020-12-23 00:00:00,Comm,0.0,5,0.0
2020-12-24 00:00:00,Comm,0.0,4,0.0
2020-12-25 00:00:00,Comm,0.0,2,0.0
2020-12-26 00:00:00,Comm,0.0,1,0.0
2020-12-27 00:00:00,Comm,0.0,1,0.0
2020-12-28 00:00:00,Comm,0.0,6,0.0
2020-12-29 00:00:00,Comm,0.0,7,0.0
2020-12-30 00:00:00,Comm,0.0,4,0.0
2020-12-31 00:00:00,Comm,0.0,11,0.0
2021-01-01 00:00:00,Comm,0.0,2,0.0
2021-01-02 00:00:00,Comm,0.0,1,0.0
2021-01-03 00:00:00,Comm,0.0,2,0.0
2021-01-04 00:00:00,Comm,0.0,5,0.0
2021-01-05 00:00:00,Comm,0.058823529411764705,17,0.0
2021-01-06 00:00:00,Comm,0.15384615384615385,13,0.058823529411764705
2021-01-07 00:00:00,Comm,0.1,10,0.15384615384615385
2021-01-08 00:00:00,Comm,0.0,4,0.1
2021-01-10 00:00:00,Comm,0.0,3,0.0
2021-01-11 00:00:00,Comm,0.0,10,0.0
2021-01-12 00:00:00,Comm,0.0,6,0.0
2021-01-13 00:00:00,Comm,0.0,10,0.0
2021-01-14 00:00:00,Comm,0.0,12,0.0
2021-01-15 00:00:00,Comm,0.0,6,0.0
2021-01-16 00:00:00,Comm,0.0,1,0.0
2021-01-17 00:00:00,Comm,0.0,2,0.0
2021-01-18 00:00:00,Comm,-1.0,1,0.0
2021-01-19 00:00:00,Comm,0.0,10,-1.0
2021-01-20 00:00:00,Comm,0.0,6,0.0
2021-01-21 00:00:00,Comm,0.0,10,0.0
2021-01-22 00:00:00,Comm,0.08333333333333333,12,0.0
2021-01-23 00:00:00,Comm,0.0,5,0.08333333333333333
2021-01-24 00:00:00,Comm,0.0,7,0.0
2021-01-25 00:00:00,Comm,0.0,15,0.0
2021-01-26 00:00:00,Comm,-0.1,10,0.0
2021-01-27 00:00:00,Comm,0.09090909090909091,11,-0.1
2021-01-28 00:00:00,Comm,0.12,25,0.09090909090909091
2021-01-29 00:00:00,Comm,0.058823529411764705,17,0.12
2021-01-30 00:00:00,Comm,0.0,3,0.058823529411764705
2021-01-31 00:00:00,Comm,0.0,2,0.0
2021-02-01 00:00:00,Comm,0.3333333333333333,6,0.0
2021-02-02 00:00:00,Comm,0.10526315789473684,19,0.3333333333333333
2021-02-03 00:00:00,Comm,0.1,10,0.10526315789473684
2021-02-04 00:00:00,Comm,0.1,10,0.1
2021-02-05 00:00:00,Comm,0.0,12,0.1
2021-02-07 00:00:00,Comm,0.0,2,0.0
2021-02-08 00:00:00,Comm,-0.10526315789473684,19,0.0
2021-02-09 00:00:00,Comm,0.15384615384615385,26,-0.10526315789473684
2021-02-10 00:00:00,Comm,0.0,10,0.15384615384615385
2021-02-11 00:00:00,Comm,0.0,11,0.0
2021-02-12 00:00:00,Comm,0.0,2,0.0
2021-02-13 00:00:00,Comm,0.0,7,0.0
2021-02-14 00:00:00,Comm,0.0,3,0.0
2021-02-15 00:00:00,Comm,0.0,2,0.0
2021-02-16 00:00:00,Comm,0.13333333333333333,15,0.0
2021-02-17 00:00:00,Comm,0.2,5,0.13333333333333333
2021-02-18 00:00:00,Comm,0.0,6,0.2
2021-02-19 00:00:00,Comm,0.16666666666666666,6,0.0
2021-02-21 00:00:00,Comm,0.0,1,0.16666666666666666
2021-02-22 00:00:00,Comm,0.0,7,0.0
2021-02-23 00:00:00,Comm,0.0,7,0.0
2021-02-24 00:00:00,Comm,0.0,14,0.0
2021-02-25 00:00:00,Comm,0.0,16,0.0
2021-02-26 00:00:00,Comm,0.1111111111111111,9,0.0
2021-02-27 00:00:00,Comm,0.0,2,0.1111111111111111
2021-02-28 00:00:00,Comm,0.0,3,0.0
2021-03-01 00:00:00,Comm,0.0,8,0.0
2021-03-02 00:00:00,Comm,0.0,7,0.0
2021-03-03 00:00:00,Comm,0.0,9,0.0
2021-03-04 00:00:00,Comm,0.4,5,0.0
2021-03-05 00:00:00,Comm,0.08333333333333333,12,0.4
2021-03-06 00:00:00,Comm,0.0,4,0.08333333333333333
2021-03-08 00:00:00,Comm,0.16666666666666666,6,0.0
2021-03-09 00:00:00,Comm,0.0,5,0.16666666666666666
2021-03-10 00:00:00,Comm,0.0,13,0.0
2021-03-11 00:00:00,Comm,-0.1111111111111111,9,0.0
2021-03-12 00:00:00,Comm,0.0,10,-0.1111111111111111
2021-03-13 00:00:00,Comm,0.0,1,0.0
2021-03-14 00:00:00,Comm,0.0,3,0.0
2021-03-15 00:00:00,Comm,0.2,10,0.0
2021-03-16 00:00:00,Comm,0.1,10,0.2
2021-03-17 00:00:00,Comm,0.0,8,0.1
2021-03-18 00:00:00,Comm,0.0,9,0.0
2021-03-19 00:00:00,Comm,0.2,10,0.0
2021-03-20 00:00:00,Comm,0.0,3,0.2
2021-03-21 00:00:00,Comm,0.0,1,0.0
2021-03-22 00:00:00,Comm,0.0,2,0.0
2021-03-23 00:00:00,Comm,0.0,6,0.0
2021-03-24 00:00:00,Comm,0.0,7,0.0
2021-03-25 00:00:00,Comm,0.0,9,0.0
2021-03-26 00:00:00,Comm,0.16666666666666666,6,0.0
2021-03-27 00:00:00,Comm,0.0,4,0.16666666666666666
2021-03-29 00:00:00,Comm,0.07692307692307693,13,0.0
