date,sp500_tr_index
1926-03-24,91.76767444107817
1926-03-25,91.6392914645351
1926-03-26,91.88534296211738
1926-03-27,90.96299788946365
1926-03-29,88.9329766655645
1926-03-30,87.85021767466124
1926-03-31,90.92400894087996
1926-04-01,91.28470448434844
1926-04-03,91.26316129409012
1926-04-05,91.72860341668999
1926-04-06,92.60507022233647
1926-04-07,92.21946270993065
1926-04-08,91.82116685048646
1926-04-09,91.88332978044426
1926-04-10,91.60336127460324
1926-04-12,89.8530958507294
1926-04-13,90.77561758582885
1926-04-14,89.60388591403097
1926-04-15,89.8563896645367
1926-04-16,89.86016363290263
1926-04-17,90.11240111222018
1926-04-19,90.18241844788439
1926-04-20,90.60230778817773
1926-04-21,92.00945223043591
1926-04-22,92.86256387151651
1926-04-23,93.93354782064671
1926-04-24,94.56947793939248
1926-04-26,93.91477344361807
1926-04-27,93.80602013597036
1926-04-28,94.45722152775427
1926-04-29,94.62828355594102
1926-04-30,94.40704262898724
1926-05-01,94.23163434378259
1926-05-03,92.6727604168334
1926-05-04,93.11536552058418
1926-05-05,93.27571018001063
1926-05-06,93.4658060773575
1926-05-07,92.64433510774359
1926-05-08,92.58281926923205
1926-05-10,92.16989989529128
1926-05-11,92.22510966532855
1926-05-12,92.54964982624085
1926-05-13,92.33521228759345
1926-05-14,92.18147415913461
1926-05-15,91.9615291617909
1926-05-17,91.90938697475617
1926-05-18,91.78089765176547
1926-05-19,91.6187208056148
1926-05-20,92.49432092035407
1926-05-21,93.14649837716348
1926-05-22,93.56779998932339
1926-05-24,93.8463513298916
1926-05-25,94.22361366223775
1926-05-26,94.79479720825825
1926-05-27,95.04799411160151
1926-05-28,95.70106887914233
1926-06-01,95.22342484436653
1926-06-02,95.67754535744932
1926-06-03,96.10350178938067
1926-06-04,96.256210253724
1926-06-05,96.27652031408755
1926-06-07,96.45674996011553
1926-06-08,96.55706498007403
1926-06-09,96.61297152069751
1926-06-10,96.75547565369052
1926-06-11,97.63962719021396
1926-06-12,98.27223433477936
1926-06-14,98.80624565615453
1926-06-15,98.81335970584179
1926-06-16,99.3804495771936
1926-06-17,100.22170508286455
1926-06-18,99.4791624699056
1926-06-19,100.29051451901016
1926-06-21,100.60793399746284
1926-06-22,100.82544835076534
1926-06-23,100.08004581110814
1926-06-24,100.35866865864627
1926-06-25,100.07826653841401
1926-06-26,100.0261257615475
1926-06-28,100.30459849566765
1926-06-29,100.87342587373658
1926-06-30,101.1218771216636
1926-07-01,101.39652413992604
1926-07-02,101.82999428062422
1926-07-06,101.90952350615738
1926-07-07,102.12088385790913
1926-07-08,102.34983887951859
1926-07-09,101.56901195870674
1926-07-10,102.24840707969851
1926-07-12,102.38838514899062
1926-07-13,102.90104379343161
1926-07-14,102.98027759715256
1926-07-15,102.5231481448988
1926-07-16,103.05944673284478
1926-07-17,103.51373277404315
1926-07-19,103.53847255617615
1926-07-20,102.82985525000169
1926-07-21,102.32156727550093
1926-07-22,101.51711511358093
1926-07-23,101.53741853660362
1926-07-24,101.46817001716167
1926-07-26,102.09128604923706
1926-07-27,102.51302515190646
1926-07-28,103.72288387474926
1926-07-29,104.3269659504358
1926-07-30,104.61438674162926
1926-07-31,105.24364227788017
1926-08-02,106.00286991327279
1926-08-03,106.68489237829479
1926-08-04,106.15253476532709
1926-08-05,106.0594389923379
1926-08-06,106.84205159266236
1926-08-07,107.38790763424927
1926-08-09,107.52890795697303
1926-08-10,105.79027304421673
1926-08-11,105.16367725697584
1926-08-12,106.34624280773053
1926-08-13,107.29708456467446
1926-08-14,107.95964406186134
1926-08-16,108.08336581395623
1926-08-17,106.89174670585737
1926-08-18,107.17714766956202
1926-08-19,106.39389707439287
1926-08-20,106.21398499444005
1926-08-21,106.5992231180149
1926-08-23,107.26621445706432
1926-08-24,106.24557642650537
1926-08-25,105.89209739373437
1926-08-26,106.55678208907486
1926-08-27,106.93324720019557
1926-08-28,107.29649944093464
1926-08-30,107.56409691054034
1926-08-31,108.4382703261323
1926-09-01,108.9652803199173
1926-09-02,108.97367064650194
1926-09-03,109.81963325173074
1926-09-07,110.63921717468841
1926-09-08,109.9539178635084
1926-09-09,110.01747122803349
1926-09-10,108.90519459391808
1926-09-11,108.35337197291068
1926-09-13,108.4381043097935
1926-09-14,109.63536941947794
1926-09-15,109.3154534115119
1926-09-16,109.2187092352427
1926-09-17,108.20472273870271
1926-09-18,109.118944441122
1926-09-20,108.47525178786381
1926-09-21,108.90947822077064
1926-09-22,108.68708506624382
1926-09-23,108.97151916786221
1926-09-24,109.78967733377452
1926-09-25,110.0541606664716
1926-09-27,109.84252651550999
1926-09-28,109.84087887761224
1926-09-29,109.44380410046968
1926-09-30,109.93192346675775
1926-10-01,110.90625010444364
1926-10-02,110.79822741684191
1926-10-04,109.10068777458848
1926-10-05,107.83119217164337
1926-10-06,107.31845485286719
1926-10-07,106.24559225970307
1926-10-08,106.89762145940087
1926-10-09,105.755847964593
1926-10-11,105.01048074813855
1926-10-13,105.97888740159789
1926-10-14,106.98918413519732
1926-10-15,104.90332300129752
1926-10-16,104.10395968002763
1926-10-18,105.01872117373605
1926-10-19,103.75209037765963
1926-10-20,103.795873759799
1926-10-21,105.58220074720512
1926-10-22,105.0413031327772
1926-10-23,105.55127865948684
1926-10-25,105.51992992972497
1926-10-26,105.80356750137608
1926-10-27,107.0993437925654
1926-10-28,106.88942907873198
1926-10-29,106.81311002636977
1926-10-30,106.53219154700042
1926-11-01,107.10703925258802
1926-11-03,107.39280083331391
1926-11-04,108.16699553452128
1926-11-05,108.13400460088324
1926-11-06,108.31945441877376
1926-11-08,109.01074917687438
1926-11-09,109.00377248892707
1926-11-10,108.20869897239285
1926-11-11,108.9681076217811
1926-11-12,109.2772501431041
1926-11-13,108.8619965925603
1926-11-15,109.29875092288965
1926-11-16,109.61965205559927
1926-11-17,109.18522937450292
1926-11-18,108.59257194945813
1926-11-19,107.72611181787342
1926-11-20,108.12060483935046
1926-11-22,108.7523535334268
1926-11-23,109.23140765074155
1926-11-24,109.27477251957889
1926-11-26,109.61964370165067
1926-11-27,109.46299723080102
1926-11-29,109.08896216926338
1926-11-30,109.42866519745846
1926-12-01,109.70836486570317
1926-12-02,110.23913393492344
1926-12-03,110.5470318360037
1926-12-04,110.40409452383975
1926-12-06,110.50312699662763
1926-12-07,110.3634510441039
1926-12-08,110.21269456997767
1926-12-09,110.74127465313528
1926-12-10,111.1979716698048
1926-12-11,111.2978274483643
1926-12-13,111.67368021165743
1926-12-14,111.80914038575416
1926-12-15,112.04740566391622
1926-12-16,111.39192834078231
1926-12-17,112.59462699107775
1926-12-18,113.12055649375307
1926-12-20,112.88764126793242
1926-12-21,112.86562817788518
1926-12-22,112.83380007073902
1926-12-23,113.19283722256412
1926-12-24,113.47717762966721
1926-12-27,113.15104422115954
1926-12-28,111.8551253116946
1926-12-29,112.39057579656169
1926-12-30,111.89111207772177
1926-12-31,112.26684243207876
1927-01-03,111.29932678399909
1927-01-04,111.64045922059206
1927-01-05,111.67986830269695
1927-01-06,111.35756020277535
1927-01-07,111.82069629565869
1927-01-08,112.08470495961276
1927-01-10,112.29082873203349
1927-01-11,111.9669819819703
1927-01-12,112.18666120061893
1927-01-13,112.15637080209477
1927-01-14,112.23005753771173
1927-01-15,112.40536088758566
1927-01-17,112.29587806608114
1927-01-18,112.23501370016933
1927-01-19,112.91302541793205
1927-01-20,112.81219408623382
1927-01-21,112.6451192267921
1927-01-22,112.21819422492257
1927-01-24,111.65620550824416
1927-01-25,110.38611617058787
1927-01-26,110.57896071553787
1927-01-27,110.15323171678307
1927-01-28,110.35844718747143
1927-01-29,111.295942196329
1927-01-31,111.99209831476702
1927-02-01,111.8235502068033
1927-02-02,112.90130558369647
1927-02-03,113.08804434313191
1927-02-04,113.35787241693463
1927-02-05,113.04432454182938
1927-02-07,112.92788888755129
1927-02-08,112.93601969555121
1927-02-09,112.99881212250193
1927-02-10,113.16232140364319
1927-02-11,113.70459524780945
1927-02-14,114.18499716273143
1927-02-15,114.30637581471541
1927-02-16,114.3093477804866
1927-02-17,114.83917160744915
1927-02-18,115.23559642783805
1927-02-19,115.28411061393417
1927-02-21,115.04835460772868
1927-02-23,115.97656473270384
1927-02-24,116.0257387961505
1927-02-25,116.30756531568636
1927-02-26,116.36025264277437
1927-02-28,117.10728546474098
1927-03-01,116.76474665475662
1927-03-02,115.2287064125133
1927-03-03,116.64601950138722
1927-03-04,115.91581541930853
1927-03-05,115.62057783743556
1927-03-07,115.20966230380132
1927-03-08,115.41473550270207
1927-03-09,116.07606193713255
1927-03-10,116.66247820203897
1927-03-11,116.9225188659513
1927-03-12,116.8435961657168
1927-03-14,117.12028180143722
1927-03-15,116.26916871358617
1927-03-16,117.26664191198002
1927-03-17,117.8166224625472
1927-03-18,116.97753247736895
1927-03-19,117.02069718685311
1927-03-21,117.36707845052621
1927-03-22,116.14516979677778
1927-03-23,116.52217701793812
1927-03-24,117.24146841666985
1927-03-25,117.32646848127195
1927-03-26,117.62154454950236
1927-03-28,118.32021652412641
1927-03-29,118.08759897843997
1927-03-30,117.52987124846479
1927-03-31,117.96778754873655
1927-04-01,118.01615434163155
1927-04-02,117.84373274013842
1927-04-04,118.59970028566642
1927-04-05,119.09070304484908
1927-04-06,119.12357207888944
1927-04-07,119.30904748061629
1927-04-08,119.81527576907654
1927-04-09,119.86404058631454
1927-04-11,120.1717315784996
1927-04-12,119.7945125130747
1927-04-13,120.18815728119266
1927-04-14,120.35449769086983
1927-04-16,120.63961749589951
1927-04-18,120.57242122895428
1927-04-19,120.70215715419666
1927-04-20,121.10264691163425
1927-04-21,121.74763960908561
1927-04-22,122.08451532788396
1927-04-23,121.71569800707842
1927-04-25,119.85442155315418
1927-04-26,120.50019717648257
1927-04-27,120.23328923973666
1927-04-28,118.8757351709308
1927-04-29,119.60919845693545
1927-04-30,119.50394236229336
1927-05-02,119.81525013214713
1927-05-03,120.76646340294623
1927-05-04,121.65771990285997
1927-05-05,122.00651258582144
1927-05-06,122.39217517210523
1927-05-07,122.86179394824062
1927-05-09,123.03576624847135
1927-05-10,123.08141251774951
1927-05-11,122.6596125170512
1927-05-12,122.54468046012272
1927-05-13,123.25519451743052
1927-05-14,123.32705229583418
1927-05-16,122.50655741690998
1927-05-17,123.14530660728175
1927-05-18,123.96028224640875
1927-05-19,124.20758300949035
1927-05-20,124.95854205636574
1927-05-21,125.19233948855319
1927-05-23,125.35533991456728
1927-05-24,125.13897659787474
1927-05-25,125.44068667045221
1927-05-26,125.69620934919992
1927-05-27,126.28396482411677
1927-05-28,126.50407777480521
1927-05-31,126.94873960818364
1927-06-01,127.47468823638035
1927-06-02,127.6007607030461
1927-06-03,126.28226204270155
1927-06-04,126.9247861919748
1927-06-06,127.4830014016471
1927-06-07,127.00570504439935
1927-06-08,127.33210970636344
1927-06-09,127.35528415033
1927-06-10,126.89973429892424
1927-06-11,126.81445767747536
1927-06-14,124.71669291857457
1927-06-15,125.67389353672465
1927-06-16,126.6154423471018
1927-06-17,126.79536289067703
1927-06-18,126.56053787860351
1927-06-20,126.36234407628561
1927-06-21,125.99475601736769
1927-06-22,126.15124150434124
1927-06-23,125.17672316372021
1927-06-24,125.41843941614934
1927-06-25,125.25012787045287
1927-06-27,123.85809794930066
1927-06-28,124.22880523646292
1927-06-29,124.29203769832829
1927-06-30,124.33765287616356
1927-07-01,125.13751699711591
1927-07-02,125.85142653158445
1927-07-05,127.04323954083856
1927-07-06,127.7921594379318
1927-07-07,127.54705407612985
1927-07-08,127.35318255393413
1927-07-09,127.53325995406539
1927-07-11,128.13585460734836
1927-07-12,128.71669443628343
1927-07-13,129.0247134860695
1927-07-14,129.61306617956595
1927-07-15,129.90988010111712
1927-07-16,130.00510404323126
1927-07-18,130.25224374601746
1927-07-19,130.84358893262439
1927-07-20,131.49309650808593
1927-07-21,131.5546352772517
1927-07-22,131.4093989599056
1927-07-23,131.62543601179567
1927-07-25,132.24828757500347
1927-07-26,132.75202130237668
1927-07-27,132.96190224805574
1927-07-28,133.3674360499123
1927-07-29,134.01360127757414
1927-07-30,134.81138424597953
1927-08-01,135.70302674138244
1927-08-02,136.92788226075015
1927-08-03,135.75454723765776
1927-08-04,136.920543043882
1927-08-05,135.93129212038994
1927-08-06,135.616339316547
1927-08-08,134.11615137102734
1927-08-09,135.46012932391642
1927-08-10,135.92990505241175
1927-08-11,134.64455187023614
1927-08-12,132.7194040675955
1927-08-13,133.9428115342906
1927-08-15,135.7983213024751
1927-08-16,136.5347555988984
1927-08-17,136.79226014795796
1927-08-18,136.9283684468052
1927-08-19,137.44157597174382
1927-08-20,137.8998061860336
1927-08-22,138.6257107657969
1927-08-23,138.78804147310365
1927-08-24,139.14486552773099
1927-08-25,139.2828972343345
1927-08-26,139.90744174553328
1927-08-27,139.7627774507684
1927-08-29,139.92643966316325
1927-08-30,140.0858158779396
1927-08-31,139.27387848911107
1927-09-01,140.45352823991382
1927-09-02,141.40299409081564
1927-09-03,142.20616309725148
1927-09-06,143.6229631001894
1927-09-07,144.35070065421803
1927-09-08,144.21631015190894
1927-09-09,143.42542790703587
1927-09-10,144.03598995363612
1927-09-12,143.38437113508587
1927-09-13,145.2651439312648
1927-09-14,145.7673255338352
1927-09-15,146.49106030511066
1927-09-16,146.65674169431574
1927-09-17,146.25094249004758
1927-09-19,145.4513885874545
1927-09-20,146.13326469715247
1927-09-21,145.9579047795159
1927-09-22,144.2293253132121
1927-09-23,144.9099434993651
1927-09-24,146.0577751618236
1927-09-26,144.5266515048022
1927-09-27,144.880741800989
1927-09-28,144.34671138671055
1927-09-29,144.63554915619537
1927-09-30,146.67606748369099
1927-10-01,147.46650481136058
1927-10-03,148.08129266991915
1927-10-04,147.5080699859939
1927-10-05,147.01878571785036
1927-10-06,147.55261092879186
1927-10-07,146.25754166266984
1927-10-08,145.7444702065172
1927-10-10,144.72819401576714
1927-10-11,144.89752600276557
1927-10-13,146.0575755959437
1927-10-14,146.02047697174234
1927-10-15,145.9622148014306
1927-10-17,143.84722230895787
1927-10-18,144.4210288787483
1927-10-19,142.87586829077458
1927-10-20,141.36166983862896
1927-10-21,140.26046243058602
1927-10-22,139.13403065680598
1927-10-24,139.59525996843328
1927-10-25,142.1022512422064
1927-10-26,142.17202344756632
1927-10-27,141.48490605824423
1927-10-28,139.28651358791123
1927-10-29,138.690367309755
1927-10-31,139.80335750741577
1927-11-01,139.8248872244719
1927-11-02,141.38645156499481
1927-11-03,142.99062224445126
1927-11-04,142.8991082462148
1927-11-05,143.90897624419082
1927-11-07,144.96742676446684
1927-11-09,143.445848653147
1927-11-10,143.94417953136804
1927-11-11,145.5534754585287
1927-11-12,146.09158665729888
1927-11-14,147.01123319530657
1927-11-15,146.87657090569968
1927-11-16,146.74306010274637
1927-11-17,146.9994202287459
1927-11-18,147.9675584103724
1927-11-19,148.34176836559223
1927-11-21,147.26658722847841
1927-11-22,147.90557695046277
1927-11-23,148.41777396344222
1927-11-25,148.89374976454297
1927-11-26,148.92233736449776
1927-11-28,147.64071172913887
1927-11-29,148.5922561162332
1927-11-30,149.69109585021275
1927-12-01,148.86959111618677
1927-12-02,149.6423731636709
1927-12-03,150.235854815638
1927-12-05,149.6248455941028
1927-12-06,149.37721647464454
1927-12-07,148.6068781692848
1927-12-08,147.0481406241672
1927-12-09,148.64478933506442
1927-12-10,148.50402271956412
1927-12-12,149.17080578157498
1927-12-13,149.81805790786126
1927-12-14,148.98671750453053
1927-12-15,149.8643982573497
1927-12-16,151.04173297005948
1927-12-17,150.8609360156943
1927-12-19,151.33795829537596
1927-12-20,151.53273024770212
1927-12-21,151.19102394099352
1927-12-22,151.30744102942808
1927-12-23,151.73034532710534
1927-12-24,151.99283882452124
1927-12-27,152.21368441933325
1927-12-28,151.1498629789265
1927-12-29,151.63021724347354
1927-12-30,152.08359159303154
1927-12-31,152.59291954127661
1928-01-03,152.98798260996895
1928-01-04,152.70296599836658
1928-01-05,151.3739920852828
1928-01-06,152.35792303383712
1928-01-07,152.52719268632774
1928-01-09,151.02312203924785
1928-01-10,149.85797865271508
1928-01-11,149.80792608784506
1928-01-12,150.75126659842022
1928-01-13,151.80607321080936
1928-01-14,150.68103840224404
1928-01-16,149.4008522999786
1928-01-17,149.58117912870466
1928-01-18,149.16579219426424
1928-01-19,150.10225503765983
1928-01-20,150.87197940149295
1928-01-21,151.25926777261657
1928-01-23,152.24048664265752
1928-01-24,152.7908360018707
1928-01-25,151.1474177698346
1928-01-26,152.02558426707736
1928-01-27,152.50066421791198
1928-01-28,151.55226258714077
1928-01-30,150.89437421525
1928-01-31,151.49146325401975
1928-02-01,151.10697792028103
1928-02-02,151.92159563824924
1928-02-03,150.1166151604712
1928-02-04,150.33893786752387
1928-02-06,150.45349613817893
1928-02-07,150.23232949885582
1928-02-08,150.59754429186754
1928-02-09,151.18833845812452
1928-02-10,151.17185892923257
1928-02-11,151.2794932927902
1928-02-14,150.50690892054394
1928-02-15,150.27211814262787
1928-02-16,149.9347572373977
1928-02-17,147.57478415848104
1928-02-18,147.17500406819573
1928-02-20,146.81795750832626
1928-02-21,148.2294653518113
1928-02-23,148.45329184449255
1928-02-24,149.00613190332143
1928-02-25,149.1751048568998
1928-02-27,148.4187870752753
1928-02-28,148.8239703639908
1928-02-29,149.6091656316312
1928-03-01,150.07011147094227
1928-03-02,150.25259672649096
1928-03-03,151.16673352497494
1928-03-05,152.37213705810308
1928-03-06,153.03876515773229
1928-03-07,152.3185647289
1928-03-08,152.7956264736309
1928-03-09,155.18428050229315
1928-03-10,154.71686544942025
1928-03-12,155.76600051403275
1928-03-13,155.18312414010924
1928-03-14,155.3775685946568
1928-03-15,156.62027838827686
1928-03-16,158.6220421663574
1928-03-17,159.06110797907388
1928-03-19,159.219850964837
1928-03-20,160.0512970265754
1928-03-21,161.46695074877547
1928-03-22,161.13013068951352
1928-03-23,162.567411455264
1928-03-24,162.7450976359846
1928-03-26,164.78201527799655
1928-03-27,163.89219239549539
1928-03-28,163.5250738845295
1928-03-29,164.0280770117983
1928-03-30,166.7358525071091
1928-03-31,165.49317019837358
1928-04-02,163.7270270860165
1928-04-03,164.87082409723942
1928-04-04,164.6985340860578
1928-04-05,166.6582819431478
1928-04-09,166.88627047284604
1928-04-10,165.55385048939084
1928-04-11,168.28731011482117
1928-04-12,167.87012587304653
1928-04-13,170.4847030835192
1928-04-14,169.39291904497236
1928-04-16,170.043218461186
1928-04-17,168.77112514387787
1928-04-18,168.75610451374007
1928-04-19,169.62553596419485
1928-04-20,167.35340190995444
1928-04-23,165.94947422133183
1928-04-24,166.82618529364314
1928-04-25,167.86351051379899
1928-04-26,169.1701600796384
1928-04-27,170.78421257695823
1928-04-28,171.21134389261323
1928-04-30,171.24969523364518
1928-05-01,171.52609224175228
1928-05-02,171.9308938194428
1928-05-03,172.69650208962076
1928-05-04,175.0007915170026
1928-05-07,176.43282299398624
1928-05-08,175.48784879403044
1928-05-09,175.46959805775586
1928-05-10,175.12111543601316
1928-05-11,176.28041722019955
1928-05-14,176.78669457845598
1928-05-15,176.38910130234905
1928-05-16,173.59703821783415
1928-05-17,174.10099041978054
1928-05-18,172.88297989080377
1928-05-21,170.5080863960438
1928-05-22,168.19923639815497
1928-05-23,171.3711375981514
1928-05-24,172.2963703700438
1928-05-25,172.5563655929322
1928-05-28,169.87673779163956
1928-05-29,171.7263557127149
1928-05-31,173.3471090579315
1928-06-01,174.2261522479643
1928-06-02,175.3544408099221
1928-06-04,171.8478780570461
1928-06-05,172.24330002445535
1928-06-06,170.67554150763274
1928-06-07,170.27957425133505
1928-06-08,168.13183798130297
1928-06-09,166.0912218637239
1928-06-11,162.50149228558323
1928-06-12,159.82655522107027
1928-06-13,164.43291636909672
1928-06-14,165.68918385015664
1928-06-15,163.43034320672746
1928-06-16,163.60537710430185
1928-06-18,160.4991654145996
1928-06-19,159.92730688822735
1928-06-20,162.1877194437856
1928-06-21,162.03039735592512
1928-06-22,161.8127905322761
1928-06-23,160.7810721798423
1928-06-25,161.19315406783926
1928-06-26,162.89406422956307
1928-06-27,164.56405417604455
1928-06-28,166.15094535046416
1928-06-29,167.00761962469113
1928-06-30,167.3904010888709
1928-07-02,165.44683114182803
1928-07-03,168.05874026506407
1928-07-05,169.62622413551634
1928-07-06,168.90650006650932
1928-07-07,169.3914306282003
1928-07-09,169.40362681120556
1928-07-10,169.14816614197426
1928-07-11,165.2229137984836
1928-07-12,164.05230945422136
1928-07-13,165.38802335779766
1928-07-14,165.15399930474638
1928-07-16,162.96769066195014
1928-07-17,163.80192227044867
1928-07-18,165.61471814421571
1928-07-19,165.26643039195844
1928-07-20,165.61563835937665
1928-07-21,165.1539019596307
1928-07-23,166.26654379713275
1928-07-24,166.19937211343873
1928-07-25,167.12360682176154
1928-07-26,167.345379848014
1928-07-27,168.90704693275566
1928-07-28,169.36850098497595
1928-07-30,169.35291908288534
1928-07-31,169.0794141185665
1928-08-01,169.00535733518254
1928-08-02,168.20765204856048
1928-08-03,168.25811434417503
1928-08-04,168.71207473667565
1928-08-06,169.96779870894073
1928-08-07,169.47812148086027
1928-08-08,167.57522113287317
1928-08-09,167.75972145134048
1928-08-10,167.2597974814155
1928-08-11,167.57424590068055
1928-08-13,167.55112065474626
1928-08-14,166.13749184978218
1928-08-15,168.8377245048167
1928-08-16,170.10502046494983
1928-08-17,170.77948687109335
1928-08-18,171.3495487982691
1928-08-20,171.69704568323198
1928-08-21,173.6780861963251
1928-08-22,173.87225829669256
1928-08-23,173.7774979159209
1928-08-24,176.42499809666992
1928-08-25,177.29283266230743
1928-08-27,176.71078029267707
1928-08-28,178.0329303508269
1928-08-29,178.45326609938522
1928-08-30,178.78625989392665
1928-08-31,180.97174313487002
1928-09-01,181.00920428569893
1928-09-04,181.96330380148885
1928-09-05,182.69661591580885
1928-09-06,181.6176097022101
1928-09-07,182.8317234230694
1928-09-08,182.22508776475163
1928-09-10,181.34111386400483
1928-09-11,182.67886726097956
1928-09-12,183.38437304634147
1928-09-13,183.18796838280883
1928-09-14,183.16122293942496
1928-09-15,184.06823731542102
1928-09-17,184.87298364896404
1928-09-18,183.59717518880254
1928-09-19,183.6537231187607
1928-09-20,183.8434374147424
1928-09-21,184.8448326183405
1928-09-22,184.01284602672533
1928-09-24,185.45973903503346
1928-09-25,185.23681642871338
1928-09-26,185.14067852098685
1928-09-27,183.1713371235591
1928-09-28,183.1184006071304
1928-09-29,185.04004510310165
1928-10-01,184.7034572610591
1928-10-02,183.84791084702587
1928-10-03,183.25628826992013
1928-10-04,183.56287604019573
1928-10-05,182.8892002851282
1928-10-06,182.62968050992362
1928-10-08,182.10754225334574
1928-10-09,182.60833799454247
1928-10-10,184.51951685999336
1928-10-11,185.42827548052884
1928-10-13,186.49207749696063
1928-10-15,186.74216337288408
1928-10-16,187.32984096101853
1928-10-17,187.9562719491922
1928-10-18,188.27767717422535
1928-10-19,189.3683697580956
1928-10-20,188.39160770688335
1928-10-22,188.2427783367949
1928-10-23,189.30145572216108
1928-10-24,189.75388620133702
1928-10-25,189.08747055299793
1928-10-26,187.16464006494448
1928-10-27,188.91612676667225
1928-10-29,189.88432191635144
1928-10-30,188.15694423987838
1928-10-31,187.606020707144
1928-11-01,190.19367055075764
1928-11-02,189.92511708793998
1928-11-03,190.23545472926165
1928-11-05,192.3590531104044
1928-11-07,194.5052030659572
1928-11-08,193.74429871156318
1928-11-09,195.39713132387152
1928-11-10,197.1729004533429
1928-11-12,197.86201974042731
1928-11-13,198.4399747000891
1928-11-14,198.38917406656586
1928-11-15,199.24681046605565
1928-11-16,202.5762246689434
1928-11-17,202.76239221941412
1928-11-19,202.77557177490837
1928-11-20,204.71836452808375
1928-11-21,201.68075343521602
1928-11-22,204.06098968725846
1928-11-23,205.67327556677748
1928-11-26,206.7526489169519
1928-11-27,207.64127180199696
1928-11-28,209.8613722801039
1928-11-30,210.95558947517236
1928-12-01,208.9932805818743
1928-12-03,207.51339916207402
1928-12-04,208.0054134314873
1928-12-05,207.01489165272656
1928-12-06,199.45988318186033
1928-12-07,194.97004121143664
1928-12-08,191.3687495802202
1928-12-10,194.75559371029092
1928-12-11,198.36460961733633
1928-12-12,196.61761250043645
1928-12-13,196.199800073873
1928-12-14,196.85255680871882
1928-12-15,196.35766948090168
1928-12-17,195.7024239378439
1928-12-18,197.98000874763252
1928-12-19,200.33260519158068
1928-12-20,201.0363736336187
1928-12-21,203.36397276754874
1928-12-22,203.31597886997562
1928-12-24,205.13586019684075
1928-12-26,204.3657801776618
1928-12-27,205.9814960357464
1928-12-28,208.89160261173942
1928-12-29,209.35450640312703
1928-12-31,212.36125582408874
1929-01-02,216.0257616545892
1929-01-03,216.5582651570677
1929-01-04,216.81467014301367
1929-01-05,214.60619591293693
1929-01-07,211.67553370154985
1929-01-08,211.25535776715228
1929-01-09,214.04646355397188
1929-01-10,214.5644559957725
1929-01-11,214.40975502299958
1929-01-12,213.7435839141431
1929-01-14,214.31321056527426
1929-01-15,211.79995954497528
1929-01-16,214.4118766460839
1929-01-17,215.69470290405746
1929-01-18,216.26262705680386
1929-01-19,217.06842160521748
1929-01-21,216.8450581993857
1929-01-22,218.50153759897083
1929-01-23,219.74787036943533
1929-01-24,218.0685571440721
1929-01-25,221.45428956229094
1929-01-26,221.28044794498453
1929-01-28,220.71131463287003
1929-01-29,220.61398094311696
1929-01-30,221.38679171836068
1929-01-31,224.07841233207247
1929-02-01,225.05203303365536
1929-02-02,224.9334306122466
1929-02-04,223.49273198917516
1929-02-05,223.9897798251191
1929-02-06,222.0627957492836
1929-02-07,215.62874830524385
1929-02-08,213.4690107622185
1929-02-11,217.93499593637486
1929-02-13,217.65603914157631
1929-02-14,216.85114710883076
1929-02-15,213.00897848435648
1929-02-16,210.38236477066587
