date,Bitcoin,S&P 500
2010-07-18,1.0,1.0
2010-07-19,0.9412861136999068,1.0059740000000001
2010-07-20,0.8706398976416507,1.0176382685300003
2010-07-21,0.922563637621378,1.0047061214135211
2010-07-22,0.6811481870229531,1.027235651480098
2010-07-23,0.7058815198842205,1.035702127719597
2010-07-24,0.635368126747437,1.035702127719597
2010-07-25,0.5887770078266659,1.035702127719597
2010-07-26,0.65237651444548,1.0472201710819664
2010-07-27,0.6829219054601467,1.0460965038383954
2010-07-28,0.6862895942759505,1.0389056364710103
2010-07-29,0.8143056849953401,1.0347094966053039
2010-07-30,0.7532313798713769,1.0347633014991273
2010-07-31,0.7868802300557268,1.0347633014991273
2010-08-01,0.711789375582479,1.0347633014991273
2010-08-02,0.6989748369058713,1.0573697753469786
2010-08-03,0.6991163885020071,1.0522806546182337
2010-08-04,0.6642099283023123,1.0590331395789188
2010-08-05,0.710624417520969,1.05762144840386
2010-08-06,0.7184449559698961,1.0539779425141087
2010-08-07,0.6873712146012066,1.0539779425141087
2010-08-08,0.7094594594594592,1.0539779425141087
2010-08-09,0.8201304753028887,1.059790630867074
2010-08-10,0.8077671110619672,1.0534636808007976
2010-08-11,0.780521901211556,1.0245619047180277
2010-08-12,0.8154706430568496,1.0189442317944586
2010-08-13,0.7513979496738113,1.0149683114019967
2010-08-14,0.7804803548989243,1.0149683114019967
2010-08-15,0.7585966006918659,1.0149683114019967
2010-08-16,0.7630475302889093,1.0151662302227198
2010-08-17,0.8154706430568496,1.0278811872562592
2010-08-18,0.7921714818266539,1.029365447690657
2010-08-19,0.7770270270270265,1.011933143834016
2010-08-20,0.7630475302889091,1.0083519124379872
2010-08-21,0.7735321528424972,1.0083519124379872
2010-08-22,0.7680450710086529,1.0083519124379872
2010-08-23,0.7561742777260014,1.0045312670417594
2010-08-24,0.7572227399813604,0.9900419080459492
2010-08-25,0.7548928238583407,0.993529825687995
2010-08-26,0.7464482055969183,0.9858210277704819
2010-08-27,0.7572227399813602,1.0021462239903607
2010-08-28,0.7525629077353212,1.0021462239903607
2010-08-29,0.7455731593662625,1.0021462239903607
2010-08-30,0.7568732525629074,0.9875589835539571
2010-08-31,0.698974836905871,0.9874928171020589
2010-09-01,0.7225632291030624,1.0170168773477766
2010-09-02,0.7385834109972037,1.0264700492227243
2010-09-03,0.7088769804287042,1.040036903863301
2010-09-04,0.7243508371629656,1.040036903863301
2010-09-05,0.7181966449207825,1.040036903863301
2010-09-06,0.7176141658900276,1.040036903863301
2010-09-07,0.7134100426329703,1.028440492385225
2010-09-08,0.7106244175209688,1.0351644363244399
2010-09-09,0.7119637788597759,1.0401228739744337
2010-09-10,0.7107586702565443,1.045201793968051
2010-09-11,0.7411563955176277,1.045201793968051
2010-09-12,0.7164492078285176,1.045201793968051
2010-09-13,0.7243709226467842,1.057300004733231
2010-09-14,0.7221575023299156,1.0567903861309496
2010-09-15,0.70363466915191,1.0605874339883181
2010-09-16,0.7211090400745567,1.0604591029088055
2010-09-17,0.6989809646805947,1.0615248643072288
2010-09-18,0.7106244175209686,1.0615248643072288
2010-09-19,0.730428704566635,1.0615248643072288
2010-09-20,0.7234591778541676,1.0776621652944272
2010-09-21,0.7298462255358801,1.074719069921008
2010-09-22,0.7208978361057193,1.0699376447789295
2010-09-23,0.7240623551462133,1.061102099708345
2010-09-24,0.7246039142590861,1.0833046000426423
2010-09-25,0.7225069897483685,1.0833046000426423
2010-09-26,0.7222739981360665,1.0833046000426423
2010-09-27,0.7246090615898549,1.0773258419550067
2010-09-28,0.721154446885265,1.0827383269849886
2010-09-29,0.7212255358807076,1.0801354240469165
2010-09-30,0.7211090400745566,1.076785924096947
2010-10-01,0.7219631156983777,1.0815776214591786
2010-10-02,0.7152842497670077,1.0815776214591786
2010-10-03,0.7113801083172686,1.0815776214591786
2010-10-04,0.7140549500708905,1.0730136898524647
2010-10-05,0.7152842497670078,1.0950319307682375
2010-10-06,0.7317101584342958,1.0951020128118065
2010-10-07,0.7805219012115557,1.09333123285709
2010-10-08,0.9838432912849956,1.1000278866583397
2010-10-09,1.0927306616961778,1.1000278866583397
2010-10-10,1.1317125006059683,1.1000278866583397
2010-10-11,1.1067101584342953,1.100255592430878
2010-10-12,1.1055452003727855,1.104387052180456
2010-10-13,1.2216401343099241,1.1124181548239123
2010-10-14,1.1882572227399801,1.1081186586555176
2010-10-15,1.2232059645852738,1.1104833838730885
2010-10-16,1.1766076421248826,1.1104833838730885
2010-10-17,1.1882572227399801,1.1104833838730885
2010-10-18,1.1929170549860195,1.1186654254454658
2010-10-19,1.1363570815015822,1.1009513584335366
2010-10-20,1.153308480894687,1.1124551991778087
2010-10-21,1.2465051258154696,1.1146801095761643
2010-10-22,1.1940820130475291,1.117212662785121
2010-10-23,1.2180384938637805,1.117212662785121
2010-10-24,1.3398182665424034,1.117212662785121
2010-10-25,1.6206727969832817,1.1197599076562714
2010-10-26,1.7590866728797747,1.1200779194700456
2010-10-27,2.186626281453866,1.1172250810091555
2010-10-28,2.0165424044734372,1.1186841769649536
2010-10-29,2.2134203168685906,1.1185253238118247
2010-10-30,2.302079957383374,1.1185253238118247
2010-10-31,2.2425442684063355,1.1185253238118247
2010-11-01,2.2661353840589564,1.1193530325514454
2010-11-02,2.2576887232059626,1.1280123476112636
2010-11-03,2.249534016775394,1.1323676032853904
2010-11-04,2.670959467902165,1.1542562690568972
2010-11-05,3.0185509528553562,1.15885482603282
2010-11-06,4.671275661077955,1.15885482603282
2010-11-07,3.960857409133268,1.15885482603282
2010-11-08,2.8329989383970737,1.1565371163807543
2010-11-09,2.531135768066179,1.1477497473704934
2010-11-10,2.6741580982219575,1.1527585272680185
2010-11-11,2.5990214352283294,1.1479872597236562
2010-11-12,3.1244175209692426,1.1344456020079559
2010-11-13,3.2152842497670067,1.1344456020079559
2010-11-14,3.250698974836904,1.1344456020079559
2010-11-15,3.1274994852669247,1.132886873750797
2010-11-16,2.621155638397016,1.1150676961135706
2010-11-17,2.8184917721687888,1.1153732246623058
2010-11-18,3.134410423644383,1.1324205890280448
2010-11-19,3.2419617893755803,1.1353637501389287
2010-11-20,3.29701729884422,1.1353637501389287
2010-11-21,3.2240214352283294,1.1353637501389287
2010-11-22,3.320130475302886,1.133806031073738
2010-11-23,3.296248835041936,1.1176402246826886
2010-11-24,3.295733182798868,1.1344081809736033
2010-11-25,3.261882572227398,1.1344081809736033
2010-11-26,3.313140726933828,1.1261746463960967
2010-11-27,3.2968313140726906,1.1261746463960967
2010-11-28,3.1612148081897575,1.1261746463960967
2010-11-29,2.6859209745830825,1.124952746904757
2010-11-30,2.4254426840633716,1.1183672735243766
2010-12-01,2.65027958993476,1.1425184147961356
2010-12-02,2.970643056849951,1.1571929213157772
2010-12-03,2.9247446828617867,1.1603277569396218
2010-12-04,2.388170153869779,1.1603277569396218
2010-12-05,2.3631176320317544,1.1603277569396218
2010-12-06,2.3765144454799607,1.1589794560860582
2010-12-07,2.7192496008776073,1.1597385876297948
2010-12-08,2.781919850885366,1.164236053872623
2010-12-09,2.329819365456673,1.1688697133670363
2010-12-10,2.3765144454799603,1.1760348847099762
2010-12-11,2.6561043802423088,1.1760348847099762
2010-12-12,2.561202375615701,1.1760348847099762
2010-12-13,2.65150555339797,1.1762983165241512
2010-12-14,2.873835041938487,1.1774804963322578
2010-12-15,2.7958993476234824,1.171609578577545
