trading_date,ticker,sector,article_count,text,word_count
2020-02-18,ABBV,Healthcare,8,"3 High-Yielding U.S. Pharmaceutical Companies to Consider | Better Buy: AbbVie vs. Gilead Sciences | Validea's Top Five Healthcare Stocks Based On Joel Greenblatt - 2/16/2020 | 17 Consumer Groups and Unions Ask FTC to Block AbbVie's Acquisition of Allergan | Better Buy: AbbVie vs. Eli Lilly | Cowen & Co. Maintains Outperform on AbbVie, Raises Price Target to $105 | IVV, MDT, ABBV, PYPL: ETF Outflow Alert | Moderna Will Rebound, But Wait for a Dip Lower to Buy Shares",81
2020-02-18,ABT,Healthcare,2,Better Buy: AbbVie vs. Gilead Sciences | Want to Know What Your Heart Defibrillator Is Doing? Abbott Has an App for That,22
2020-02-18,GILD,Healthcare,17,"3 High-Yielding U.S. Pharmaceutical Companies to Consider | Week In Review: Bio-Thera Raises $241 Million In Shanghai STAR IPO For Antibody Portfolio | Better Buy: AbbVie vs. Gilead Sciences | Healthcare (Top 30 Weights) Earnings Estimates And Revisions | Camber Capital Management LLC Buys Gilead Sciences Inc, Global Blood Therapeutics Inc, Ventas ... | Capital Markets Trading UK LLP Buys Petroleo Brasileiro SA Petrobras, Gilead Sciences Inc, ... | Half-Inflated Bubbles Are A Buy | Permit Capital, LLC Buys ViacomCBS Inc, Qurate Retail Inc, Sells Viacom Inc, Goldman Sachs ... | The FDA Has a Plan to Deal With the Coronavirus | Valueworks Llc Buys Mammoth Energy Services Inc, Cheniere Energy Inc, Gilead Sciences Inc, ... | 2 Reasons to Be Optimistic About Gilead Sciences’ Future | IBB, GILD, VRTX, BIIB: ETF Outflow Alert | Is Viking Therapeutics' Stock a Buy? | Moderna Will Rebound, But Wait for a Dip Lower to Buy Shares | Report: Gilead Struggling to Find Subjects for COVID-19 Drug Trial | The Wuhan Virus and Research-Focused Biotech Companies | Your Dirty Dozen",177
2020-02-18,MRK,Healthcare,3,"The Week Ahead In Biotech: Baudax Bio, Merck, Esperion Await FDA Decisions | 10% Upside For Roche's ADR? | 3 Big Stock Charts for Tuesday: Merck, Nucor, and BorgWarner",29
2020-02-18,BA,Industrials,2,3 Ways to Invest in the Space Economy | 1 Key Takeaway for GE Investors From Siemens Earnings,18
2020-02-18,CAT,Industrials,1,Caterpillar Announces That Pam Heminger Is The New Company's Vice President,11
2020-02-18,GE,Industrials,2,Here's Why GE Still Isn't Worth the Risk for Most Investors | 1 Key Takeaway for GE Investors From Siemens Earnings,21
2020-02-18,DD,Materials,9,"Stocks That Fell to '-Year Lows in the Week of Feb. –4 | Fore Capital, LLC Buys Sprott Physical Gold and Silver Trust, ishares Gold Trust, Comcast Corp, ... | Foyston, Gordon, & Payne Inc Buys Corteva Inc, Sony Corp, DuPont de Nemours Inc, Sells Novo ... | Lee Ainslie Buys Crown Holdings, Monster Beverage | Ulysses Management LLC Buys IAC/InterActiveCorp, Uber Technologies Inc, ANGI Homeservices Inc, ... | DuPont Announces Leadership Changes | DuPont Names Edward Breen As CEO, Lori Koch As CFO - Quick Facts | Leon Cooperman's Top 6 Buys for the 4th Quarter | Q4 13F Roundup: How Buffett, Einhorn, Ackman And Others Adjusted Their Portfolios",110
2020-02-18,DOW,Materials,9,"IBM - Strong Quarterly Results and A New CEO | IBM Posts Strong Quarterly Results and New CEO | Temasek Holdings (private) Ltd Buys Viela Bio Inc, Slack Technologies Inc, Datadog Inc, Sells ... | Dow Reports Board To Name CEO Jim Fitterling New Chair | Dow To Appoint CEO Jim Fitterling To Be Chairman - Quick Facts | Dow and Johnson Matthey License Process Technology to Huayi | Kentucky Retirement Systems Insurance Trust Fund Buys ServiceNow Inc, Bristol-Myers Squibb ... | Paper Coatings Market —…—…: Global Growth by Manufacturers, economics, Regions, Type ... | US Indexes Mostly Lower After Apple's Coronavirus Warning",103
2020-02-18,NEM,Materials,3,"CIBC Asset Management Inc Buys Restaurant Brands International Inc, iShares J.P. ... | Newmont (NEM) to Post Q4 Earnings: What's in the Offing? | Shares of several silver and gold companies are trading higher as investors still see a demand for safe-haven assets following weakness in the overall market potentially related to continued coronavirus fears as well as reports suggesting the US is weighing trade restrictions on China. NOTE: Precious metals are seen as safe-haven assets, which are typically used as insurance against volatile market action and uncertainty.",88
2020-02-18,NUE,Materials,1,"3 Big Stock Charts for Tuesday: Merck, Nucor, and BorgWarner",10
2020-02-18,SHW,Materials,2,"Wills Financial Group, Inc. Buys American Campus Communities Inc, Zoetis Inc, The Walt Disney ... | Terrazzo Tile Market —…—… Global Industry Demand, Share, Top Players, Industry Size, ...",29
2020-02-18,AMT,RealEstate,6,"Cim Investment Mangement Inc Buys iShares Core S&P Small-Cap, Yum Brands Inc, United ... | Cohen & Steers Inc Buys American Tower Corp, Healthcare Trust of America Inc, Digital ... | Ranger Global Real Estate Advisors, LLC Buys InterXion Holding NV, American Tower Corp, ... | Silicon Valley Capital Partners Buys Vanguard Information Tech, Amazon. ... | Kcm Investment Advisors Llc Buys AvalonBay Communities Inc, Real Estate Select Sector SPDR Fund ... | What's Behind the Recent Rally in Real Estate ETFs?",82
2020-02-18,CCI,RealEstate,2,"Silicon Valley Capital Partners Buys Vanguard Information Tech, Amazon. ... | What's Behind the Recent Rally in Real Estate ETFs?",20
2020-02-18,O,RealEstate,3,Host Hotels (HST) to Report Q4 Earnings: What's in Store? | Is a Surprise Coming for Realty Income (O) This Earnings Season? | Realty Income (O) Gears Up for Q4 Earnings: What to Expect?,34
2020-02-18,PSA,RealEstate,3,"Global Wealth Management Investment Advisory, Inc. ... | Seeyond Buys Public Storage, FirstEnergy Corp, VICI Properties Inc, Sells SPDR S&P 5……, ... | Fiat Chrysler Automobiles And Peugeot S.A. All Set To Merge",33
2020-02-18,ADBE,Tech,2,Is ADBE Stock Still Viable? Look to the Gig Economy for the Answer | Stocks That Hit 52-Week Highs On Tuesday,21
2020-02-18,AMD,Tech,6,"These 3 Chip Giants Keep Hitting New Highs: Are They Still Buys? | 3 Ways China's Coronavirus Epidemic Will Impact Intel’s Stock | 5 Top Stock Trades for Wednesday: BB, LK, AMD, WMT, M | AMD shares are trading higher despite weakness in several other semiconductor names. Semis have seen weakness today after Apple said it does not expect to meet its quarterly sales targets as a result of the Coronavirus. | Notable Tuesday Option Activity: AMD, CPRI, MOS | Stocks That Hit 52-Week Highs On Tuesday",87
2020-02-18,INTC,Tech,12,"EMS Capital LP Buys Intel Corp, Planet Fitness Inc, Uber Technologies Inc, Sells Canada Goose ... | Leuthold Weeden Capital Management Buys iShares J.P. ... | The Stock Market Rally Is Likely To Resume On February 18 | Tolleson Wealth Management, Inc. Buys Johnson & Johnson, JPMorgan Chase Capital XVI JP ... | Valueworks Llc Buys Mammoth Energy Services Inc, Cheniere Energy Inc, Gilead Sciences Inc, ... | 3 ETFs To Watch This Week: China, Casinos And More | 7 Autonomous Vehicle Stocks to Drive You to the Future | Apple's Coronavirus Warning, Tesla Climbs & A Strong Buy Chip Stock - Free Lunch | Dow Jones Today: When Bad News From Apple Isn’t All That Bad | Profund Advisors Llc Buys Intel Corp, NVIDIA Corp, Broadcom Inc, Sells Celgene Corp, American ... | Three ETFs To Watch This Week: China, Casinos And More | Trading Near Its All-Time High, Can Intel Stock Go Higher?",155
2020-02-18,NVDA,Tech,7,"76 Biggest Movers From Friday | Argus Research Reiterates Buy on NVIDIA, Raises Price Target to $340 | Market Taking A Step Back: Walmart Misses On Earnings, Apple Lowers Sales Guidance | NVIDIA Option Alert: Fri $300 Calls Sweep (78) near the Ask: 571 @ $2.637 vs 9131 OI; Ref=$296.25 | Susquehanna Upgrades Mellanox Technologies Ahead Of Chinese Decision On Nvidia Deal | UPDATE: Argus On Nvidia Notes 'We believe that most technology investors should own NVDA in the age of deep learning, AI, and GPU-driven applications acceleration' | UPDATE: Argus Reiterates Buy On Nvidia, Raises Target To $340 Notes 'We recommend establishing or adding to positions in this preeminent vehicle for participation in the AI economy'",117
2020-02-18,QCOM,Tech,1,Shares of several semiconductor companies are trading lower. Weakness potentially related to continued coronavirus fears as well as reports suggesting the US is weighing trade restrictions on China that would limit the use of American chip equipment. Apple reported it does not expect to meet its quarterly revenue forecasts due to implications from the coronavirus.,55
2020-02-18,D,Utilities,12,"Altavista Wealth Management, Inc. Buys Anheuser-Busch InBev SA/NV, Carnival Corp, Paychex Inc, ... | CWA Asset Management Group, LLC Buys Vanguard Intermediate-Term Corporate Bond ETF, Haverty ... | Gallagher Fiduciary Advisors, LLC Buys Dominion Energy Inc, II-VI Inc | Schonfeld Strategic Advisors LLC Buys Dominion Energy Inc, Charles Schwab Corp, Ameren Corp, ... | Williams Jones Wealth Management, LLC. Buys Apollo Global Management Inc, Salesforce. ... | Woodley Farra Manion Portfolio Management Inc Buys Comcast Corp, JPMorgan Chase, iShares Core ... | 10 Biggest Price Target Changes For Tuesday | Credit Suisse Maintains Outperform on Dominion Energy, Raises Price Target to $90 | PG&E Corporation (PCG) Q4 Earnings Miss, Revenues Up Y/Y | Stocks That Hit 52-Week Highs On Tuesday | Stocks With Rising Relative Strength: Dominion Resources | Utility ETFs Gain Despite Mixed Q4 Earnings",136
2020-02-18,DUK,Utilities,8,"Arrowgrass Capital Partners (us) Lp Buys Sundial Growers Inc, Duke Energy Corp, Costco ... | Edgewood Management Llc Buys Intuit Inc, SPDR S&P 5……, Prologis Inc, Sells Celgene ... | Centenus Global Management, LP Buys BHP Group PLC, DTE Energy Co, Xcel Energy Inc, Sells ... | Credit Suisse Upgrades Duke Energy to Outperform, Raises Price Target to $108 | NextEra (NEE) to Reward Shareholders With 12% Dividend Hike | Stocks That Hit 52-Week Highs On Tuesday | Thinking about trading options or stock in Duke Energy, Esperion Therapeutics, Expedia, MSCI ... | Utility ETFs Gain Despite Mixed Q4 Earnings",100
2020-02-18,NEE,Utilities,9,"CWA Asset Management Group, LLC Buys Vanguard Intermediate-Term Corporate Bond ETF, Haverty ... | Timber Hill LLC Buys Amazon.com Inc, iShares Russell –……… Growth, SPDR Select Sector ... | NextEra (NEE) to Reward Shareholders With 12% Dividend Hike | NextEra Energy To Sell $2.5B Of Equity Units | NextEra Energy to sell equity units | Notable Tuesday Option Activity: NCLH, EXC, NEE | PG&E Corporation (PCG) Q4 Earnings Miss, Revenues Up Y/Y | Stocks That Hit 52-Week Highs On Tuesday | Utility ETFs Gain Despite Mixed Q4 Earnings",88
2020-02-18,SO,Utilities,4,"Bridgeway Capital Management Inc Buys Anthem Inc, Fortive Corp, U.S. ... | Is A Beat In Store For Southern Company (SO) inQ4 Earnings? | NextEra (NEE) to Reward Shareholders With 12% Dividend Hike | Southern Co (SO) Pres & CEO, Mississippi Power Anthony L Wilson Sold $664,—4' of Shares",49
2020-02-19,T,Comm,4,"7 5G Stocks to Buy Now for the Future | How to Make 15% to 19% Annually (Forever) From Stocks | Sprint’s Stock Price Doubled In 15 Days; Is Market Overvaluing Sprint Just Before Its Merger With T-Mobile? | Yes, CenturyLink Can Still Prosper in a 5G World",48
2020-02-19,TMUS,Comm,3,"Sprint Stock Gets Another Big Boost as Merger Mania Sets In | Sprint’s Stock Price Doubled In 15 Days; Is Market Overvaluing Sprint Just Before Its Merger With T-Mobile? | Yes, CenturyLink Can Still Prosper in a 5G World",39
2020-02-19,DIS,Consumer,5,"Consumer Sector Update for 02/19/2020: WMT, MCD, DIS, CVS, KO, GRPN, KNL, LZB | Dow Jones Rallies 150 Points, Nasdaq Hits New High As Coronavirus Cases Slow | Dow Jones Today: China Steps Up, Help on the Home Front | Stock Market Extends Gains On Coronavirus Optimism; Analyst Upgrade Sends Tesla Shares Soaring | US Indexes Close Higher Wednesday With China's Support Comments",63
2020-02-19,KO,Consumer,4,Better Buy: Berkshire Hathaway vs. Coca-Cola | NextGen Consortium Launches Reusable Cup Pilots In San Francisco | Pepsi Aims for Steady Growth in 2020 | Why Berkshire Hathaway Stock is Poised to Have a Good Year,36
2020-02-19,NKE,Consumer,2,How Important Is Asia To Under Armour's Stock? | Nike Shakes up Executive Team Lineup,15
2020-02-19,SBUX,Consumer,2,NextGen Consortium Launches Reusable Cup Pilots In San Francisco | Will Luckin Coffee’s Go-Go Days Return When the Coronavirus Subsides?,20
2020-02-19,WMT,Consumer,7,"5 Important Takeaways from Walmart's Soft Holiday Quarter | Better Buy: CVS vs. Walgreens Boots Alliance | Buffett Goes Grocery Shopping | Consumer Sector Update for 02/19/2020: WMT, MCD, DIS, CVS, KO, GRPN, KNL, LZB | Does Jetblack’s E-Commerce Failure Spell Trouble for Walmart Stock? | Validea James P. O'Shaughnessy Strategy Daily Upgrade Report - 2/19/2020 | Walmart Is Still Losing Ground to Amazon",64
2020-02-19,CVX,Energy,3,"Dow Jones Today: China Steps Up, Help on the Home Front | Energy Sector Update for 02/19/2020: XOM, CVX, COP, SLB, OXY, ENPH, EGY, ENBL | Only Eleven Dow Components With Recent Insider Buying, CVX is One of Them",39
2020-02-19,OXY,Energy,1,"Energy Sector Update for 02/19/2020: XOM, CVX, COP, SLB, OXY, ENPH, EGY, ENBL",13
2020-02-19,SLB,Energy,1,"Energy Sector Update for 02/19/2020: XOM, CVX, COP, SLB, OXY, ENPH, EGY, ENBL",13
2020-02-19,XOM,Energy,4,"Dow Jones Today: China Steps Up, Help on the Home Front | Energy Sector Update for 02/19/2020: XOM, CVX, COP, SLB, OXY, ENPH, EGY, ENBL | Exxon Mobil Named Top Dividend Stock With Insider Buying and 5.81% Yield (XOM) | Unfazed FAANGs: Pullback In Apple Didn't Carry Over To Other Big Tech Names",53
2020-02-19,MS,Financials,3,"Daily Markets: Investors Aren't Bugged By This Virus | Morgan Stanley's Preferred Stock, Series E Yield Pushes Past 6% | Morgan Stanley's Preferred Stock, Series F Crosses Above 6% Yield Territory",31
2020-02-19,USB,Financials,1,"Financial Sector Update for 02/19/2020: JPM, BAC, WFC, C, USB, ALLY, LC, TRTX",13
2020-02-19,V,Financials,1,Where Will PayPal Be in 5 Years?,7
2020-02-19,WFC,Financials,3,"3 Bank Stocks to Buy As the Market Trends Higher | Financial Sector Update for 02/19/2020: JPM, BAC, WFC, C, USB, ALLY, LC, TRTX | Investors Can Still Find Profit in Bruised Wells Fargo Stock",35
2020-02-19,ABBV,Healthcare,2,"AbbVie to Present at the Cowen 40th Annual Health Care Conference On March 4, 2020 | Where Will Gilead Sciences Be in 10 Years?",24
2020-02-19,ABT,Healthcare,3,"Health Care Sector Update for 02/19/2020: JNJ, PFE, ABT, MRK, AMGN, MREO, AMED, CTSO | Insulet Announces Agreements With Abbott and DexCom | Is DexCom's Stock a Buy?",28
2020-02-19,AMGN,Healthcare,1,"Health Care Sector Update for 02/19/2020: JNJ, PFE, ABT, MRK, AMGN, MREO, AMED, CTSO",14
