trading_date,ticker,sector,article_count,text,word_count
2020-03-16,NVDA,Tech,2,Nvidia Urges Gamers To Use Their Gaming PCs To Fight Coronavirus | Shares of several technology stocks are trading lower amid demand and supply chain disruption concerns driven by coronavirus.,30
2020-03-16,QCOM,Tech,3,"Trump's Speech Lifted These Tech Stocks on Friday | SOXX, QCOM, AVGO, LRCX: ETF Inflow Alert | Shares of several technology stocks are trading lower amid demand and supply chain disruption concerns driven by coronavirus.",35
2020-03-16,D,Utilities,2,"Dominion Energy Commits $– Million to Coronavirus Relief Efforts | Shares of several utility companies are trading lower in sympathy with the overall market on continued coronavirus fears as it spreads throughout the U.S., negatively impacting the economy.",38
2020-03-16,DUK,Utilities,7,"Duke Energy (DUK) Down 14.3% Since Last Earnings Report: Can It Rebound? | Duke Energy implements additional steps to protect customers and employees during virus pandemic | Piedmont Natural Gas implements additional steps to protect customers and employees during ... | 6 Utilities Gurus Are Buying | Cincinnati Bell Inks $2.9B Deal With MIRA, Shares Rally | Shares of several utility companies are trading lower in sympathy with the overall market on continued coronavirus fears as it spreads throughout the U.S., negatively impacting the economy. | UBS Maintains Buy on Duke Energy, Lowers Price Target to $105",97
2020-03-16,NEE,Utilities,5,"— Possible Safe Ports in a Volatile Market | ' Stocks Growing Their Earnings Fast | 6 Utilities Gurus Are Buying | Shares of several utility companies are trading lower in sympathy with the overall market on continued coronavirus fears as it spreads throughout the U.S., negatively impacting the economy. | UBS Maintains Buy on NextEra Energy, Lowers Price Target to $255",62
2020-03-16,SO,Utilities,3,"Southern Company Gas Assures Customers Safe and Reliable Service Will Continue During ... | Southern Company Remains on Track to Build the United States' First New Nuclear Plant in 30 Years | UBS Maintains Neutral on Southern, Lowers Price Target to $56",42
2020-03-17,CMCSA,Comm,5,"110 Biggest Movers From Yesterday | Comcast's Universal Pictures to Offer New Releases Via Streaming | Coronavirus Causes AMC, Regal, and Alamo Drafthouse to Close All U.S. Theaters | NBCUniversal Releases Movies On-Demand Same Time As Theaters Due To Coronavirus | The Good and Mostly Bad of Disney and Universal's Park Closures",52
2020-03-17,EA,Comm,6,A Peek Into The Markets: US Stock Futures Gain Ahead Of Economic Reports | All The Major Events Canceled By Coronavirus (Updated) | Coronavirus Concerns Are Driving Video Game Engagement to Record Levels | Electronic Arts shares are trading higher after MKM Partners upgraded the company's stock from Neutral to Buy. | Know Your Investing Time Horizon | MKM Partners Upgrades Electronic Arts to Buy,65
2020-03-17,T,Comm,3,"Coronavirus Causes AMC, Regal, and Alamo Drafthouse to Close All U.S. Theaters | Know Your Investing Time Horizon | Sports Are Cancelled. Where Will All the Ad Spending Go?",29
2020-03-17,TMUS,Comm,3,"T-Mobile Says Further Reducing Number Of Company-Owned Retail Stores Co. Has Open; Starting March 17th, Will Close About 80% Of Store Locations Until At Least March 31 | T-Mobile Says Remaining 20% Of Stores Are Distributed Across Country And Designed To Be Within A 30-Minute Drive For Most Customers, Remaining 20% Of Stores Will Operate On Reduced Schedules | T-Mobile Says Will Staff Remaining 20% Stores Only With Workers Who Are Willing To Come In And Support Customers; Co. Implementing Approach For Hourly Retail Employees To Maintain Their Target Income During Initial Closures This Month",95
2020-03-17,DIS,Consumer,12,"6 Reasons the Best Is Yet to Come for Netflix | A Trio of Stocks that May Present Value Opportunities | Buy Disney Stock for Mickey’s Magic After the Panic Subsides | Coronavirus Causes AMC, Regal, and Alamo Drafthouse to Close All U.S. Theaters | Could Apple Really Buy Disney? | Disney Delays Release of ""Black Widow"" as Theaters Temporarily Shut Down | Disney to Pay Theme Park Workers During Coronavirus Shutdown | Investors Should Be Loading Up on These 3 Stocks Hammered by Coronavirus | Spoiler Alert: Apple Isn't Going to Buy Disney | Sports Are Cancelled. Where Will All the Ad Spending Go? | The Dow Jones – How Bad Is It? | The Good and Mostly Bad of Disney and Universal's Park Closures",126
2020-03-17,KO,Consumer,3,"7 of the Last Decade’s Fastest-Growing Dividend Stocks | Consumer Sector Update for 03/17/2020: WMT, MCD, DIS, CVS, KO, IDEX, AMZN, SBUX | Shares of several consumer goods and consumer staples companies are trading higher as markets rebound from Market's crash. Additionally, investors speculate the coronavirus outbreak may lead to bulk spending on several staples.",55
2020-03-17,NKE,Consumer,7,"7 of the Last Decade’s Fastest-Growing Dividend Stocks | Adidas Reverses Its Decision, Decides to Close Its Stores | Amazon to Hire 100,000 Workers as Coronavirus Spurs Online Buying Spree | Know Your Investing Time Horizon | Nike’s Devoted Customers Will Help NKE Stock Survive the Selloff | VIG, UNP, NKE, LOW: Large Inflows Detected at ETF | Why Retail Stocks Were Diving Yesterday",64
2020-03-17,SBUX,Consumer,4,Investors Should Be Loading Up on These 3 Stocks Hammered by Coronavirus | Know Your Investing Time Horizon | Strong Support Is Brewing for Starbucks Stock | Why Shares of Starbucks Are Down Again Today,35
2020-03-17,WMT,Consumer,10,"3 Consumer Staples Stocks I'd Buy Right Now | Amazon Stock Looks Like a Coronavirus Winner | Amazon to Hire 100,000 Workers as Coronavirus Spurs Online Buying Spree | Big-Box Retailer Stocks Are Crushing the Market | Consumer Sector Update for 03/17/2020: WMT, MCD, DIS, CVS, KO, IDEX, AMZN, SBUX | Coronavirus May Kill These 4 Struggling Retailers | Dow Jones News: Boeing Down Again; Walmart Rallies | Ex-Dividend Reminder: KAR Auction Services, Tiffany and Walmart | Vanguard Total Stock Market ETF Experiences Big Inflow | Why Consumer Staples Stocks Surged Today",92
2020-03-17,COP,Energy,2,"Energy Sector Update for 03/17/2020: XOM, CVX, COP, SLB, OXY, PCG, PXD, TERP | Shares of several oil companies are trading lower as oil prices fall amid the global coronavirus outbreak, which has weakened travel and commercial activity. Saudi Aramco reiterated plans to boost output, further pressuring prices.",48
2020-03-17,CVX,Energy,1,"Energy Sector Update for 03/17/2020: XOM, CVX, COP, SLB, OXY, PCG, PXD, TERP",13
2020-03-17,OXY,Energy,8,"110 Biggest Movers From Yesterday | EOG Resources to Curb 2020 Capex Maintaining Flat Production | Energy Sector Update for 03/17/2020: XOM, CVX, COP, SLB, OXY, PCG, PXD, TERP | FILING DEADLINE--Kuznicki Law PLLC Announces Class Actions on Behalf of Shareholders of HPQ, ... | Here's How Much Money Buffett's Portfolio Has Lost in 3 Weeks | Pioneer Natural Slashes 2020 Capex by 45%, Expects $500M FCF | Shares of several oil companies are trading lower as oil prices fall amid the global coronavirus outbreak, which has weakened travel and commercial activity. Saudi Aramco reiterated plans to boost output, further pressuring prices. | TOTAL (TOT) Expands Presence in North Sea With New Discovery",113
2020-03-17,SLB,Energy,2,"Energy Sector Update for 03/17/2020: XOM, CVX, COP, SLB, OXY, PCG, PXD, TERP | Shares of several oil companies are trading lower as oil prices fall amid the global coronavirus outbreak, which has weakened travel and commercial activity. Saudi Aramco reiterated plans to boost output, further pressuring prices.",48
2020-03-17,XOM,Energy,5,"Energy Sector Update for 03/17/2020: XOM, CVX, COP, SLB, OXY, PCG, PXD, TERP | Exxon, Verizon To Sell New Bonds Amid Credit Market Slump | ExxonMobil Does About-Face: Teases Spending Cuts Amid Oil Price, Coronavirus Woes | Oil Falls Deeper Into Turmoil Due To An Epic Collapse In Demand | WisdomTree Global High Dividend Fund -- Insider Buying Index Registering 10.4%",61
2020-03-17,GS,Financials,2,"JPMorgan Chase Allowing, Encouraging All Employees to Work From Home | Know Your Investing Time Horizon",16
2020-03-17,MS,Financials,1,Shares of several financial services companies are trading higher as the sector rebounds following Monday's Crash. Financials have been negatively impacted by economic weakness from the coronavirus outbreak and by recent Federal Reserve rate cuts. Stocks may be also potentially reacting to reports of possible further stimulus actions.,48
2020-03-17,USB,Financials,4,"3 Stocks That Will Make You Richer If You Buy During This Correction | Baird Upgrades U.S. Bancorp to Outperform, Announces $56 Price Target | Daily Dividend Report: BHE,IHC,NI,FE,USB | Financial Sector Update for 03/17/2020: JPM, BAC, WFC, C, USB, RPAY, HCHC, PNC",43
2020-03-17,V,Financials,4,7 of the Last Decade’s Fastest-Growing Dividend Stocks | Is Qualcomm Stock a Buy After Dividend Hike? | Know Your Investing Time Horizon | This Too Shall Pass for Standout Visa Stock,32
2020-03-17,WFC,Financials,4,"4 Wall Street Bank Stocks With Uncertain Futures Amid COVID-19 | Financial Sector Update for 03/17/2020: JPM, BAC, WFC, C, USB, RPAY, HCHC, PNC | Shares of several financial services companies are trading higher as the sector rebounds following Monday's Crash. Financials have been negatively impacted by economic weakness from the coronavirus outbreak and by recent Federal Reserve rate cuts. Stocks may be also potentially reacting to reports of possible further stimulus actions. | Will Insiders Be Tempted To Buy More WFC At The New 52-Week Low?",87
2020-03-17,ABBV,Healthcare,6,"AbbVie (ABBV) Stock Sinks As Market Gains: What You Should Know | AbbVie and Allergan Sign Consent Decree Agreement with Federal Trade Commission Staff on ... | AbbVie, Allergan Report Signing Of Consent Decree Deal With FTC Staff Related To Deal | Coronavirus Correction: 3 Must-Own Dividend Stocks | How Trading Your Own Retirement Can Fleece Your Financial Future - March 17, 2020 | Noteworthy ETF Outflows: VT, HON, ABBV, LLY",71
2020-03-17,ABT,Healthcare,1,"Health Care Sector Update for 03/17/2020: JNJ, PFE, ABT, MRK, AMGN, DBVT, AVRO, MRNA",14
2020-03-17,AMGN,Healthcare,1,"Health Care Sector Update for 03/17/2020: JNJ, PFE, ABT, MRK, AMGN, DBVT, AVRO, MRNA",14
2020-03-17,GILD,Healthcare,6,3 Cloud Computing Stocks That Are Winning From the Coronavirus | 8 Best Performing Stocks During the 2020’s Market Meltdown | Coronavirus Correction: 3 Must-Own Dividend Stocks | This IBD Stock Of The Day Plans To Test A Coronavirus Drug This Summer | Top Companies Racing to Prevent the Spread of Coronavirus Fear | Why Regeneron Pharmaceuticals Stock Is Bolting Higher Today,62
2020-03-17,MRK,Healthcare,6,"Health Care Sector Update for 03/17/2020: JNJ, PFE, ABT, MRK, AMGN, DBVT, AVRO, MRNA | Merck Announces Positive Results for Its Investigational Chronic Cough Treatment | Merck Announces Top-Line Results From Phase 3 Trials Evaluating Gefapixant For Refractory Of Unexplained Chronic Cough; Gefapixant Demonstrated Statistically Significant Decrease In 24-Hour Coughs Per Hour Compared To Placebo At Week 12 And 24 | Shares of several healthcare companies are trading higher, rebounding from Monday's crash. Stocks may also potentially be getting a boost from expectations of further stimulus proposals. | The Daily Biotech Pulse: Setback For DBV In Peanut Allergy Patch Review, Roche Starts Coronavirus Test Shipment, Regeneron Aims For 'Cocktail' COVID-19 Treatment | Why Is Everyone Talking About Moderna?",118
2020-03-17,BA,Industrials,9,"Anheuser-Busch Maxes Out Its Credit Limit | Boeing May Be Looking for Billions in Loan Guarantees | Boeing Seeks $60 Bln In US Government Aid | Dow Jones News: Boeing Down Again; Walmart Rallies | Dow Jones Today: Stimulus Chatter Provides Lift, But We Aren’t Out of the Woods Yet | Dow Movers: BA, PG | Tuesday Sector Laggards: Restaurants & Eateries, Aerospace & Defense Stocks | Tuesday's ETF with Unusual Volume: OEF | Why Boeing Stock Just Dropped 15.5%",80
2020-03-17,CAT,Industrials,2,"Morgan Stanley Maintains Equal-Weight on Caterpillar, Lowers Price Target to $115 | Shares of several industrial companies are trading higher rebounding from Monday's crash. Stocks may also potentially be getting a boost from expectations of a further $850 billion stimulus proposal.",41
2020-03-17,GE,Industrials,2,"Tuesday's ETF with Unusual Volume: OEF | Why Stratasys, 3D Systems, and General Electric Stock All Just Popped",18
2020-03-17,MMM,Industrials,1,"Morgan Stanley Maintains Equal-Weight on 3M, Lowers Price Target to $156",11
2020-03-17,DOW,Materials,6,"Anti-redeposition Agent Market Size, Growth Outlook —…–9-—…—5, Demand, Evolving ... | Dow Jones Recoups 1,049 Points As Trump Weighs $1 Tril In Coronavirus Stimulus | Dow Jones Today: Stimulus Chatter Provides Lift, But We Aren’t Out of the Woods Yet | Global Ethylene Amines Market —…—… | Size, Share, Growth Rate, Current Trend Analysis ... | Shares of several basic materials companies are trading higher, rebounding from Monday's crash. Stocks may also potentially be getting a boost from expectations of further stimulus proposals. | Tuesday's ETF with Unusual Volume: OEF",90
2020-03-17,NEM,Materials,1,Newmont Corporation Announces Early Results of the Tender Offers for its '. ...,13
2020-03-17,SHW,Materials,4,"Analysts Predict 39% Gains Ahead For JKE | Automotive Pumps Market —…–9-—…—7 / Overview and scope, Global Industry Trends, ... | Sherwin-Williams Announces Early Tender Results of Cash Tender Offers for Certain of its ... | Sherwin-Williams Announces Pricing of Cash Tender Offers for Certain of its Outstanding Notes",49
2020-03-17,AMT,RealEstate,3,5 Predictable Stocks Giving Markets a St. Patrick's Day Boost | Know Your Investing Time Horizon | Why Telecommunications Stocks Jumped on Tuesday,23
2020-03-17,O,RealEstate,2,The Implied Analyst 12-Month Target For RNLC | –…6th Common Stock Monthly Dividend Increase Declared By Realty Income,18
2020-03-17,ADBE,Tech,5,"Adobe Tops $3 Billion in Quarterly Revenue for the First Time | Adobe shares are trading higher as tech stocks rebound following Monday's crash. Oppenheimer analysts today maintained an Outperform rating on the stock and raised the price target from $375 to $410. | CFRA Maintains Buy on Adobe, Lowers Price Target to $359 | Oppenheimer Maintains Outperform on Adobe, Raises Price Target to $410 | Strong Earnings and Solid Financials Make ADBE Stock a Buy on the Dip",79
2020-03-17,AMD,Tech,3,"3 Semiconductor Stocks to Buy While the Chips Are Down | Does Advanced Micro Devices Stock Belong on Your Radar Again? | Shares of several technology, semiconductor, and software companies are trading higher, rebounding from Monday's crash. Stocks may also potentially be getting a boost from expectations of further stimulus proposals.",51
2020-03-17,INTC,Tech,8,"3 Semiconductor Stocks to Buy While the Chips Are Down | 5 Predictable Stocks Giving Markets a St. Patrick's Day Boost | Coronavirus Rebound: These 5 Leading Semiconductor Stocks Bounced Back on Tuesday | Does Advanced Micro Devices Stock Belong on Your Radar Again? | Dow Jones Recoups 1,049 Points As Trump Weighs $1 Tril In Coronavirus Stimulus | JOYY (YY) Q4 Earnings Beat Estimates, Revenues Rise Y/Y | Panic Selling Exacerbates Bargains | Stock Trading Halted Again Monday, Stocks Close Lower",82
2020-03-17,NVDA,Tech,2,"All The Major Events Canceled By Coronavirus (Updated) | Shares of several technology, semiconductor, and software companies are trading higher, rebounding from Monday's crash. Stocks may also potentially be getting a boost from expectations of further stimulus proposals.",38
2020-03-17,QCOM,Tech,3,"Is Qualcomm Stock a Buy After Dividend Hike? | Shares of several technology, semiconductor, and software companies are trading higher, rebounding from Monday's crash. Stocks may also potentially be getting a boost from expectations of further stimulus proposals. | This Too Shall Pass for Standout Visa Stock",47
2020-03-17,D,Utilities,1,Shares of several energy and utilities companies are trading higher as markets rebound following Monday's crash.,16
2020-03-17,DUK,Utilities,1,Shares of several energy and utilities companies are trading higher as markets rebound following Monday's crash.,16
2020-03-17,NEE,Utilities,3,Nextera Energy Inc (NEE) President & CEO of Sub John W Ketchum Sold $—.— million of Shares | Shares of several energy and utilities companies are trading higher as markets rebound following Monday's crash. | Why Utility Stocks Are Rallying Again Today,42
2020-03-17,SO,Utilities,2,"Georgia Power assures continued safe and reliable service, offers resources and tips for ... | Shares of several energy and utilities companies are trading higher as markets rebound following Monday's crash.",31
2020-03-18,CMCSA,Comm,1,Shares of several media and communications companies are trading lower as equities dip amid the ongoing coronavirus outbreak.,18
2020-03-18,EA,Comm,1,Electronic Arts Shows Rising Price Performance With Jump To 86 RS Rating,12
2020-03-18,T,Comm,5,"AT& Keeping Most of Its Retail Stores Open | Better Buy: AT&T vs. Sprint | NOK Stock Looks Like an Attractive Gamble, but It’s Still a Risky One | Notable ETF Inflow Detected - VYM, T, XOM, VZ | Trump Invokes Defense Production Act for Coronavirus Response",47
2020-03-18,TMUS,Comm,4,"AT& Keeping Most of Its Retail Stores Open | Better Buy: AT&T vs. Sprint | T-Mobile Closing Most, Not All of Its Stores | T-Mobile Says Impact Of Coronavirus Could Be Material",32
2020-03-18,DIS,Consumer,9,"Coronavirus Crash: These 3 Stocks Are Getting Crushed by Social Gathering Bans | David Einhorn Might Lose More Money on Netflix | Fox Corp Will Acquire Tubi to Enter the Streaming Wars | Looks Like Roku Shareholders Can Breathe a Sigh of Relief (for Now) | Most Active Equity Options For Midday - Wednesday, March 18 | The Market Breaks And I'm A Buyer | VTV, BAC, DIS, KO: Large Inflows Detected at ETF | Walt Disney Becomes Oversold (DIS) | Why the Coronavirus Bear Market Will Get Even Worse Before It Gets Better",94
2020-03-18,KO,Consumer,7,"96 Stocks Moving In Wednesday's Mid-Day Session | Coca-Cola shares are trading lower as equities fall amid the global coronavirus outbreak. Morgan Stanley also reportedly downgraded the company's stock from Overweight to Equal-Weight and lowered its price target from $65 to $52. | Morgan Stanley Downgrades Coca-Cola And Monster Beverages | Morgan Stanley Downgrades Coca-Cola From Overweight To Equal weight, Cuts PT From $65 To $52 | UPDATE: Morgan Stanley Downgrades Coca-Cola To Equal-Weight, Lowers Price Target To $52 Based On 'a weaker demand outlook post the COVID-19 situation' And Cites An Additional 4 Potential Risks: | VTV, BAC, DIS, KO: Large Inflows Detected at ETF | Why Coca-Cola Company Stock Got Crushed Today",114
2020-03-18,NKE,Consumer,2,10 of the Best Long-Term Stocks to Buy in a Bear Market | Should Nonessential Retail Close Due to Coronavirus?,20
2020-03-18,SBUX,Consumer,6,Luckin Coffee Has Long-Term Catalysts Once the Dust Settles | Starbucks Approves Buy-Back Plan of 40 Million Shares as Investors Meet | Starbucks To Host Virtual Annual Meeting | Starbucks or Luckin Coffee: Is LK Stock the Better Buy? | Trade of the Day: Starbucks Stock Close to Wash-Out Selling Levels | Why Shares of Starbucks Are Down Again Today,60
2020-03-18,WMT,Consumer,11,"3 Big Stock Charts for Wednesday: ConEd, NovaGold, and Hain Celestial | 3 Reasons Amazon Should Top Your Buy List Amid Coronavirus Panic | Amazon Is Trying to License Its Cashierless Technology to Some Retail Giants | Can the Virus Really Save Grubhub Stock? | Consumer Sector Update for 03/18/2020: NIO, GIS, TGNA, WMT, MCD, DIS, CVS, KO | FDIC Wants to Make New Rules for Fintechs | Is the Worst Over for Plug Power Stock? | Kroger Is Hiring to Meet High Coronavirus Demand | Should Nonessential Retail Close Due to Coronavirus? | Target to Close Stores Early, Mimicking Rival Walmart | Walmart Reduces Operating Hours; Adds Senior Shopping Hours",111
2020-03-18,COP,Energy,6,"ConocoPhillips Outlines 4 Actions To Respond To Recent Decline In Oil Prices | ConocoPhillips To Reduce 2020 Cash Uses By $2.2 Bln - Quick Facts | ConocoPhillips Trims Capital Spending, Slows Its Share Repurchase Pace | Energy Sector Update for 03/18/2020: PBR, HAL, XOM, CVX, COP, SLB, OXY | This Could Be the Biggest Winner of the Oil Market Crash | Why Oil Stocks Are Nosediving Again Today",68
2020-03-18,CVX,Energy,6,"Big Oil Stocks Continue to Crash With Oil Prices | Dow Jones Today: Another Wicked Wednesday as 7 Stocks Plunge 15% or More | Dow Movers: BA, WMT | Energy Sector Update for 03/18/2020: PBR, HAL, XOM, CVX, COP, SLB, OXY | Here’s Why Chevron Stock Looks Ready for a Long-Term Rebound | This Could Be the Biggest Winner of the Oil Market Crash",64
2020-03-18,OXY,Energy,7,"Cimarex to Cut 2020 Capex Without Denting Production Levels | Concho Resources Endures Weak Oil Price, Trims Capex to $2B | It's Probably the Best Time in a Decade to Buy Berkshire Hathaway | JPMorgan: 2 Dividend Stocks to Buy (And 1 to Avoid) | Macquarie Group Ltd Buys Occidental Petroleum Corp, DuPont de Nemours Inc, Cheniere Energy Inc, ... | SHAREHOLDER ALERT: CLAIMSFILER REMINDS HPQ, JELD, OXY, SIX INVESTORS of Lead Plaintiff Deadline ... | Warren Buffett's Portfolio Loses $8… Billion on Market Downturn",85
2020-03-18,SLB,Energy,1,Implied Volatility Surging for Schlumberger (SLB) Stock Options,8
2020-03-18,XOM,Energy,9,"Big Oil Stocks Continue to Crash With Oil Prices | Boost Your Clean-Energy Investments with FuelCell Stock | Energy Sector Update for 03/18/2020: PBR, HAL, XOM, CVX, COP, SLB, OXY | Exxon Mobil’s Dividend Is in Grave Danger Now | How Microsoft Stock Highlights a Key Market Debate | Oil Falls 21% to Reach Lowest Price Since 2002 | Oil Giants Persist In Paradoxical Behavior, But They Can Afford It | These 3 Dividend Giants Could Cut Their Payouts Tomorrow | This Could Be the Biggest Winner of the Oil Market Crash",92
2020-03-18,GS,Financials,1,Why Shares of Alcoa Plunged 24.7% Today,7
2020-03-18,MS,Financials,6,"10 Financial Services Stocks Moving In Wednesday's Pre-Market Session | Ford Stock Is Worth a Look Since the Company Certainly Isn’t Going Under | Looks Like Roku Shareholders Can Breathe a Sigh of Relief (for Now) | Shares of several financial services companies are trading lower amid the global coronavirus outbreak, which has weakened economic outlook and negatively impacted banks. Additionally, recent Fed interest rates have been a negative for the sector. | Why Shares of Alcoa Plunged 24.7% Today | iShares Preferred and Income Securities ETF Experiences Big Outflow",90
2020-03-18,USB,Financials,2,US Bancorp is Oversold | Wall Street Has $1.4 Trln Chance To Amend For 2008,15
2020-03-18,V,Financials,2,"3 Stocks to Buy When Others Are Fearful | Here's Why Amex, Discover, and Capital One Are Getting Hammered but Visa and Mastercard Are Not",25
2020-03-18,WFC,Financials,2,"10 Financial Services Stocks Moving In Wednesday's Pre-Market Session | Shares of several financial services companies are trading lower amid the global coronavirus outbreak, which has weakened economic outlook and negatively impacted banks. Additionally, recent Fed interest rates have been a negative for the sector.",45
2020-03-18,ABBV,Healthcare,8,"AbbVie Strikes Deal With the FTC to Move Its Allergan Acquisition Forward | Health Care Sector Update for 03/18/2020: VKTX,BMRA,ABBV,AGN | Improve Your Retirement Income with These 3 Top-Ranked Dividend Stocks - March 18, 2020 | Is AbbVie (ABBV) a Solid Growth Stock? 3 Reasons to Think "" Yes "" | Is This 1 Healthcare Stock Coronavirus-Proof? | Johnson & Johnson (JNJ) Catches Eye: Stock Jumps 7.4% | Know These 3 Facts to Avoid Paying Half Your Retirement Income to the IRS - March 18, 2020 | Pharmaceutical Companies Gain in the Fight Against Covid-–9",95
2020-03-18,ABT,Healthcare,1,Coronavirus Test-makers Ramp Up Production,5
2020-03-18,GILD,Healthcare,16,"3 Hot Biotech Coronavirus Stocks Breaking Out Now | Bayer Is Donating Its Malaria Drug That Could Help Coronavirus Patients In The U.S. | DZ Bank Upgrades Gilead Sciences to Buy | Gilead Sciences shares are trading higher amid continued global coronavirus concerns, as the company's experimental drug remdesivir is being evaluated as a potential coronavirus treatment candidate. | Hearing Piper Analyst Suggesting Gilead's Remdesivir Could Be Approved For Coronavirus Infection 'Very Soon' | Hot Options Report For End Of Day - Wednesday, March 18 | How to Survive the Economic Fallout from COVID-19 | Mallinckrodt Completes NDA Submission for Kidney Failure Drug | Most Active Equity Options For Midday - Wednesday, March 18 | Pfizer, Regeneron Give Update on Coronavirus Drug Development | Pharmaceutical Companies Gain in the Fight Against Covid-–9 | Stock Charts To Watch - Wednesday, March 18 | The Zacks Analyst Blog Highlights: REGN, SNY, GILD and MRNA | Trump Signs Coronavirus Relief Bill Into Law | Tweet From STAT News' Adam Feuerstein Includes Some Details Of Piper Sandler Note On Gilead's Remdesivir Potentially Being Approved For Broad Use In 'Coming Months' | Why Is Everyone Talking About Gilead Sciences?",194
2020-03-18,BA,Industrials,7,"Dow Jones Today: Another Wicked Wednesday as 7 Stocks Plunge 15% or More | Dow Movers: BA, WMT | Stock Alert: Boeing Nosedives To New 52-week Low | These 3 Dividend Giants Could Cut Their Payouts Tomorrow | Why Shares of Aerospace Suppliers Are Tumbling Today | Why Shares of Boeing Are Falling Today | Why Shares of Raytheon Are Tumbling Today",62
2020-03-18,CAT,Industrials,3,"3 High-Yield Stocks at Rock-Bottom Prices | Benzinga's Top Upgrades, Downgrades For March 18, 2020 | UBS Upgrades Caterpillar to Neutral, Lowers Price Target to $100",26
2020-03-18,GE,Industrials,4,A Proxy Fight Is Exactly What Harley-Davidson Needs Right Now | Coronavirus Precautions Force GE Appliances to Reduce Operations | How Microsoft Stock Highlights a Key Market Debate | U.S. Demand for Ventilators Expected to Surge in Coronavirus Pandemic,39
2020-03-18,MMM,Industrials,2,More Pain Ahead is Likely for 3M Stock Investors Despite Dividend Allure | Trump Invokes Defense Production Act for Coronavirus Response,21
2020-03-18,UPS,Industrials,1,Why Shares of XPO Logistics Were Down Today,8
2020-03-18,DD,Materials,2,"Macquarie Group Ltd Buys Occidental Petroleum Corp, DuPont de Nemours Inc, Cheniere Energy Inc, ... | Shares of several steel and materials stocks are trading lower amid investor concerns about a global recession driven by the coronavirus. An economic slowdown would reduce demand for basic materials.",46
2020-03-18,DOW,Materials,1,US Indexes Close Higher Tuesday,5
2020-03-18,NEM,Materials,4,5 Basic Materials Stocks to Buy Despite the Coronavirus Rout | Freeport (FCX) Temporarily Halts Operations at Cerro Verde | Teck Resources' Antamina Mine Open Amid Coronavirus Measures | Vanguard Mid-Cap ETF Experiences Big Inflow,35
2020-03-18,AMT,RealEstate,1,' Gurus Outperforming the US Market as Stocks Tumble,9
2020-03-18,O,RealEstate,3,"Daily Dividend Report: CUZ,RHP,AGN,O,TTC | Realty Income (O) Hikes Monthly Dividend for 106th Time | Realty Income Increases Quarterly Dividend From $0.2325 To $0.233/Share",24
2020-03-18,ADBE,Tech,1,"Shares of several technology, software and semiconductor companies are trading lower as equities sell off amid continued global coronavirus concerns. The virus has caused global economic disruption and negatively impacted stocks across sectors.",33
2020-03-18,AMD,Tech,4,"It’s Full Speed Ahead for Advanced Micro Devices Stock | Shares of several technology, software and semiconductor companies are trading lower as equities sell off amid continued global coronavirus concerns. The virus has caused global economic disruption and negatively impacted stocks across sectors. | Should Long-Term Investors Buy AMD Stock Now? | These 7 S&P 500 Stocks Will Deliver a Repeat Performance in the Next Decade",66
2020-03-18,INTC,Tech,7,"5 Semiconductor Stocks Set for Rebound Post Coronavirus Mayhem | At These Cheaper Prices, Ericsson Stock Is Even More Attractive | It’s Full Speed Ahead for Advanced Micro Devices Stock | NOK Stock Looks Like an Attractive Gamble, but It’s Still a Risky One | Nio Stock May Survive After All Given Its Recent Funding | Should Long-Term Investors Buy AMD Stock Now? | US Indexes Close Higher Tuesday",69
2020-03-18,NVDA,Tech,3,"11 Technology Stocks Moving In Wednesday's Pre-Market Session | Morgan Stanley Maintains Overweight on NVIDIA, Lowers Price Target to $268 | Shares of several technology, software and semiconductor companies are trading lower as equities sell off amid continued global coronavirus concerns. The virus has caused global economic disruption and negatively impacted stocks across sectors.",54
2020-03-18,QCOM,Tech,6,"11 Technology Stocks Moving In Wednesday's Pre-Market Session | 3 Top High-Yield Tech Stocks | At These Cheaper Prices, Ericsson Stock Is Even More Attractive | Is NXP Semiconductors Stock a Buy? | Morgan Stanley Maintains Equal-Weight on Qualcomm, Lowers Price Target to $78 | Shares of several technology, software and semiconductor companies are trading lower as equities sell off amid continued global coronavirus concerns. The virus has caused global economic disruption and negatively impacted stocks across sectors.",78
2020-03-18,D,Utilities,1,Stock Upgrades: Dominion Resources Shows Rising Relative Strength,8
2020-03-18,DUK,Utilities,2,AES Corp's (AES) Focus on Financial Flexibility Bodes Well | iShares Preferred and Income Securities ETF Experiences Big Outflow,19
2020-03-18,NEE,Utilities,2,"Nextera Energy Inc (NEE) EVP, Power Generation Div-Sub Miguel Arechabala Sold $84–,7—5 of Shares | Should Franklin LibertyQ U.S. Equity ETF (FLQL) Be on Your Investing Radar?",27
2020-03-18,SO,Utilities,1,"Southern Clears Key Benchmark, Hitting 80-Plus RS Rating",8
2020-03-19,CMCSA,Comm,4,"3 Digital Stocks That Will Benefit With Americans Stuck at Home Due to Coronavirus | Comcast Customers Can Now Access Hulu Through Xfinity Flex Devices | Here's What Movie Theaters Are Losing Due to Coronavirus | Shares of several media and streaming companies are trading higher. The coronavirus has led to several theaters closing or limiting capacity, which has potentially led consumers to opt for streaming and home television viewing.",70
